,qids
241119,Q16738908
241143,Q45562714
243162,Q5129848
244164,Q33977579
244438,Q39069588
245776,Q6768649
246000,Q57663296
247176,Q7614640
248165,Q56121998
248397,Q21064482
248524,Q50809197
248675,Q50807968
249707,Q19950720
250034,Q48700678
250367,Q6197528
250890,Q33035228
253622,Q27049415
253905,Q21642480
254633,Q56855552
255474,Q21664674
255853,Q55767519
256470,Q28709448
256755,Q20684301
257356,Q45688524
257690,Q28839609
259199,Q55246077
262995,Q16983549
263261,Q6257554
264040,Q7029134
265111,Q25095633
265166,Q51387401
265411,Q26596460
266087,Q16735257
266892,Q18057235
266990,Q16849269
267144,Q12967425
267327,Q7326084
267772,Q55081167
268514,Q6963828
268727,Q26911216
269261,Q6788287
270168,Q1174426
270372,Q28791465
271579,Q51776419
273141,Q16728843
273545,Q47515244
274186,Q5209992
274561,Q28054929
274925,Q21064607
275235,Q21452852
276046,Q16200434
276228,Q40539380
276448,Q19662301
278493,Q28962526
278619,Q58365100
278854,Q6212180
281518,Q26251528
281671,Q27929676
282255,Q15819264
282994,Q27862503
284343,Q28500294
284920,Q54901643
285656,Q15722178
286476,Q5429499
287228,Q7615381
287978,Q6984060
288939,Q25999590
289143,Q21503187
289175,Q17371172
289732,Q16728246
289757,Q27909572
294213,Q58008088
294998,Q4701780
295013,Q24053669
295129,Q47523997
297402,Q20793539
297613,Q27662286
297965,Q7689996
297969,Q24809944
298105,Q26828947
299802,Q15723612
300113,Q43078959
300394,Q23771654
300883,Q47541548
300965,Q43901043
301762,Q34345449
302580,Q7292054
303159,Q16542850
305848,Q5549672
306273,Q33076162
307586,Q7185819
308453,Q16194762
309593,Q5247839
310848,Q7831737
313047,Q24702862
314670,Q4933230
314874,Q29346402
315318,Q12962849
315414,Q47708505
315846,Q56224022
316838,Q20684464
316847,Q27906174
318435,Q22948871
318452,Q7791324
318665,Q25587556
320184,Q57339523
321707,Q4963703
321954,Q6249157
322926,Q21545323
323157,Q55081303
323551,Q12969793
324075,Q47114873
325361,Q58079729
326904,Q19595475
328301,Q27527504
328977,Q29452421
329323,Q27916458
330996,Q16216620
331008,Q17224875
331363,Q45421516
331587,Q58999162
331656,Q21546692
331980,Q7176659
333290,Q22278126
333893,Q59268399
335105,Q16181077
335772,Q16229394
338105,Q19956158
339049,Q20746595
339336,Q18353640
341070,Q30688531
341720,Q20790948
342527,Q52606567
342553,Q5247954
343347,Q28039464
344168,Q45558099
344466,Q28823463
344841,Q55092430
345687,Q57040821
346304,Q47087206
347450,Q25189629
347965,Q52774139
348128,Q16732621
350798,Q21091264
351761,Q21522858
352269,Q22107348
352319,Q17385916
352348,Q22279950
352691,Q24765540
353783,Q4647758
353970,Q16599847
354837,Q21064384
356544,Q22108246
357129,Q7488264
357549,Q5716746
358386,Q7803471
359560,Q58490494
361755,Q43229191
362380,Q5229533
362819,Q23018021
363351,Q26210784
363572,Q47116659
364957,Q41137237
365053,Q3242389
365257,Q6769289
365931,Q58040124
367780,Q56558120
367848,Q19880690
369340,Q51685451
369789,Q5107970
370692,Q16105264
372684,Q55633973
372821,Q58755498
372913,Q42533017
373039,Q6370006
373057,Q35785004
373856,Q6818939
374491,Q47108892
374659,Q17511779
375785,Q27957274
377025,Q28167122
377247,Q28100647
377385,Q51052731
377471,Q6785824
377613,Q7025161
378674,Q39060599
379184,Q18638035
380641,Q43379353
381108,Q10270737
381235,Q19571967
383920,Q26923608
384580,Q16769635
385062,Q58339516
385943,Q6937291
386099,Q18630915
386207,Q52724968
388279,Q21608584
388332,Q27534472
388511,Q19663936
388579,Q21064604
389716,Q20830255
391785,Q18921494
392006,Q10303395
392470,Q23761882
392754,Q28227697
393426,Q6242965
395241,Q12965150
395691,Q47119505
396068,Q57767728
397358,Q22082702
399186,Q19661152
401844,Q3018785
401870,Q16241757
403323,Q7286048
404463,Q21662985
404533,Q21693675
406141,Q4788081
406416,Q4980118
406636,Q5639046
406975,Q56724042
407304,Q17385907
407356,Q47492922
407674,Q58007953
408197,Q6774935
408652,Q58836931
408736,Q56681483
409785,Q11978971
409947,Q58812951
410655,Q29946734
410738,Q16209551
412135,Q6769487
412989,Q57017033
413063,Q16028203
415187,Q47034642
416720,Q56275125
419967,Q5292575
422338,Q59209402
423623,Q45045353
424165,Q16901221
424519,Q50229575
424611,Q56290390
424703,Q43933026
426148,Q26922111
426742,Q18097364
427482,Q18126336
430339,Q18705103
430426,Q7152054
431972,Q31093687
432048,Q6369853
432327,Q7436672
433232,Q4662267
436959,Q50345462
437137,Q6834402
437480,Q24005668
438119,Q10898055
439810,Q6289818
439876,Q26704273
441019,Q51330981
441263,Q24254417
441557,Q6771574
442446,Q16095657
443622,Q22906919
445745,Q10295620
447435,Q20090993
448369,Q5218436
448519,Q26097618
448641,Q18637391
450194,Q57242538
451130,Q18062149
453318,Q6833466
454232,Q11299180
454778,Q21393660
455845,Q7925677
457980,Q5534087
458216,Q28203616
458924,Q16909217
459445,Q7668017
461239,Q59422754
462000,Q20278449
464099,Q7323156
465486,Q20740721
466886,Q55081402
467194,Q7876883
468386,Q6796458
469943,Q16225659
471135,Q16729980
472593,Q43871124
473554,Q59327262
476066,Q52147431
478070,Q4794824
478665,Q21002892
480380,Q58924790
480407,Q18354231
480539,Q8055185
481399,Q58855950
483389,Q16728075
483950,Q7279195
484025,Q59151356
484334,Q56249982
484496,Q50413875
485088,Q16223992
485142,Q8991932
487061,Q23417048
487745,Q22964835
488648,Q58754211
489194,Q27831165
489830,Q38054437
490700,Q4821265
492088,Q21005350
492720,Q29467364
494098,Q6101530
495053,Q45025273
495399,Q7648432
496183,Q59625924
497810,Q28325331
498325,Q16217276
498422,Q28421702
498990,Q7922464
499517,Q4942351
503366,Q58177926
503627,Q55364183
504817,Q34980946
506586,Q50393006
506703,Q29570909
507644,Q45372886
508414,Q57130835
509033,Q37992957
509110,Q19428876
509174,Q55814173
509307,Q17279975
509639,Q48474509
511783,Q56600140
512469,Q7286352
512955,Q56433761
513076,Q58640693
513398,Q6209811
513951,Q23882299
514870,Q7348174
515005,Q21393901
515628,Q58494429
515684,Q16843382
516853,Q19664693
516998,Q24053776
517747,Q36567788
518857,Q52828656
519330,Q35703269
519627,Q50825791
522776,Q58146423
523222,Q47437185
524028,Q55114664
524029,Q29454764
524168,Q12481953
524753,Q48876936
524942,Q58149938
525293,Q42336712
525621,Q11324613
526740,Q58980771
527558,Q18704935
527852,Q11855782
528669,Q51101152
529949,Q27527192
531224,Q54790546
532280,Q3376478
533221,Q52008281
534352,Q45367774
535766,Q6163204
535805,Q15983149
536161,Q58810684
540421,Q25190178
541325,Q20684248
541912,Q30123025
541944,Q28946232
541983,Q25095549
543528,Q29453245
545610,Q27524156
545987,Q51662559
546405,Q3183347
546666,Q43251903
547106,Q6776750
548204,Q58098476
548835,Q55713704
550108,Q56240224
550540,Q16586627
551542,Q16969199
553229,Q27662553
553560,Q7296653
553612,Q53108716
554598,Q18685716
555311,Q42600106
555769,Q28937043
557584,Q59356469
558708,Q52633507
559023,Q23879780
559686,Q26982558
560313,Q28503301
560959,Q57415065
561716,Q18249336
565328,Q6750978
565972,Q30323583
566150,Q5676723
566208,Q21004790
567362,Q40395705
567522,Q23415637
568602,Q17510176
569784,Q46997067
570939,Q56876272
570951,Q20630891
572686,Q21005203
572770,Q22089235
572776,Q45478750
574374,Q45418770
575033,Q19864332
575162,Q52671889
575977,Q20675513
578742,Q56728696
582107,Q21462044
583074,Q17388718
583208,Q21109995
583992,Q22108260
586110,Q11791053
587454,Q52593484
587470,Q22006433
587634,Q47164711
589122,Q7147811
589913,Q12964019
590424,Q59484421
590616,Q50977981
590921,Q5458875
591014,Q45373938
591229,Q19664344
591236,Q27964842
592113,Q1031604
593619,Q12968098
595824,Q12967634
597337,Q4261836
597745,Q16150693
598084,Q54932440
598114,Q57557552
598614,Q27525794
600161,Q19609724
600516,Q4805615
601050,Q5301688
602832,Q55237941
604175,Q21066570
607860,Q5971685
608735,Q18000929
608839,Q6766723
609863,Q25212315
609965,Q7327152
611547,Q56224382
611682,Q42061153
611684,Q2658232
611859,Q40702890
612037,Q4954937
612176,Q38459984
613827,Q45419157
616469,Q26857010
618432,Q33125073
618560,Q25222476
621951,Q47794445
622345,Q23905741
622407,Q6791039
622493,Q47714018
623203,Q17306159
623559,Q4773376
625373,Q59434230
627561,Q59223345
628441,Q39073249
628610,Q28976465
630437,Q47129997
631013,Q50874784
635230,Q3591223
636048,Q19577556
636119,Q16244635
637330,Q16734876
637440,Q16198371
638798,Q19600674
639246,Q24851556
640614,Q58159889
640784,Q43177705
641265,Q16745173
641567,Q37661683
642033,Q41531173
643699,Q5107529
643859,Q27964205
645581,Q6030843
646279,Q12967369
646590,Q26720421
648359,Q10556316
649755,Q27067641
650026,Q15983391
650967,Q55282090
651498,Q12962150
651827,Q51858001
651983,Q6501698
653708,Q30121894
654706,Q57076761
655306,Q4758657
656381,Q24851970
656796,Q51253140
657128,Q47494624
657173,Q45531007
657209,Q5402966
658668,Q21933469
658695,Q16727872
660298,Q16241262
662302,Q56747763
663640,Q18226179
664116,Q30348111
664902,Q12967150
665214,Q21066310
666693,Q12970418
666948,Q16578200
667087,Q3181966
667307,Q28530135
669208,Q40742089
669452,Q4769075
670114,Q58918456
671975,Q47500808
673929,Q39070190
674353,Q55852199
675210,Q19660902
675501,Q47006184
678154,Q58099767
678309,Q5660371
678897,Q23008221
680012,Q30070397
680716,Q18720270
680760,Q11805293
681268,Q23007710
682556,Q46010688
684510,Q2010
685809,Q17192660
686112,Q18823043
687029,Q24005082
687755,Q56486460
688353,Q30104350
688751,Q16729813
689195,Q5486951
689849,Q16567033
690987,Q19664275
691645,Q51840767
694345,Q52368905
695428,Q6527751
697458,Q16236581
697790,Q12964607
697795,Q21606977
698872,Q16739446
699985,Q52714239
707394,Q56868020
708260,Q24962813
708561,Q3544319
709035,Q12102715
709885,Q4216915
710063,Q26251053
711458,Q58220854
711501,Q27656831
712356,Q5026300
712896,Q27942067
714838,Q16250486
715055,Q4766532
717899,Q37836516
719179,Q20090237
721087,Q40823848
724197,Q42224209
724645,Q29621521
725223,Q22965840
726011,Q48688427
726262,Q33157851
726364,Q16298266
727049,Q44738108
728098,Q6766864
728387,Q5488432
728914,Q57078329
729993,Q55527692
730263,Q20858032
731179,Q19561400
734753,Q55639440
736590,Q16384843
737427,Q37838240
737818,Q17194287
738298,Q55313437
738574,Q25999423
742118,Q5248264
743127,Q56248637
743459,Q42709759
744657,Q46350996
744844,Q57179667
745069,Q21016477
745435,Q6773364
747479,Q19661183
749454,Q29897441
750465,Q7173740
751309,Q3852269
751981,Q36864485
752154,Q8052151
752823,Q29571054
753413,Q38898540
755129,Q6369932
755225,Q58494497
756631,Q50392722
759404,Q27063354
760303,Q58035708
761001,Q56876961
761236,Q17403516
761660,Q46686128
764829,Q55114658
764861,Q23771619
766927,Q58383942
767398,Q7626746
768493,Q58920414
769247,Q55767458
770310,Q18389593
770541,Q55853631
770558,Q1173143
775455,Q3176698
775623,Q27087833
776312,Q42683511
777983,Q58399717
778277,Q50300578
779369,Q29913244
782525,Q53870889
785067,Q47122923
785262,Q30122120
786957,Q51999389
790616,Q7491472
793599,Q6197052
794620,Q42393937
796205,Q58009979
796885,Q23771175
796905,Q57268386
798013,Q8003871
799574,Q7495387
799882,Q29452536
800907,Q20090053
801587,Q16258347
802854,Q24661915
803400,Q57658911
803753,Q7288134
803967,Q21285191
804515,Q21620651
804622,Q17386208
804818,Q6552694
805122,Q59603772
809513,Q37320842
809968,Q14948708
811043,Q3538578
812765,Q21502600
817455,Q29468052
817658,Q7518247
818524,Q18044216
819392,Q52016069
822685,Q57087539
824103,Q12965438
824239,Q21061573
824293,Q56755517
825951,Q12971415
826234,Q27534574
826529,Q21932140
826942,Q25184456
829095,Q5115432
829374,Q18098565
830318,Q56599811
830397,Q5214278
831454,Q45710050
832782,Q18631117
834005,Q55760594
834655,Q21516119
834850,Q55081266
838376,Q4661670
838584,Q30572813
841952,Q28370169
843640,Q5240445
844132,Q5247958
846488,Q56460508
848090,Q51657959
848205,Q16204771
850596,Q57293607
854634,Q6409112
856910,Q21558021
857297,Q1385688
858103,Q19606490
858549,Q44573086
859381,Q19423986
860775,Q58824452
861409,Q47131033
862577,Q55709001
863421,Q29834021
864625,Q41849409
867346,Q28201801
868322,Q57392130
869096,Q12963555
869571,Q25209260
870419,Q38320623
871822,Q56809121
872035,Q59327745
872984,Q17151993
873891,Q55760246
873973,Q56086982
874393,Q16187073
875230,Q6388068
875302,Q18684719
876069,Q19561051
879272,Q48471382
879439,Q56427935
880725,Q56690552
882344,Q23415527
882398,Q56273814
883757,Q56846125
883803,Q21547224
884988,Q23783511
886200,Q4964546
887294,Q52818941
888110,Q21170694
888598,Q20994185
889501,Q7292378
890516,Q2833941
895103,Q23879746
895329,Q52889224
895424,Q17370947
900835,Q16095676
901088,Q48697877
901428,Q42562126
903940,Q22344342
906079,Q20873496
906748,Q34028884
906756,Q38460795
907814,Q17364290
909755,Q38460915
910746,Q16224592
910823,Q16727422
911126,Q42531474
911142,Q45630077
913402,Q4924142
913967,Q29453119
916316,Q5539663
916811,Q7244225
917712,Q7846888
917824,Q27662739
919231,Q18098741
920237,Q55956137
920455,Q55433029
921097,Q16732196
922729,Q6317955
922730,Q20995254
923686,Q54559716
924382,Q27969255
926012,Q56513291
926710,Q41800537
928863,Q892815
929456,Q54807020
930138,Q56250425
931510,Q47212143
932435,Q5243265
934175,Q20604679
934292,Q16398403
937226,Q51471081
939525,Q44605931
940739,Q58994832
943514,Q5101491
944872,Q6847195
946023,Q20677093
947196,Q25349786
947742,Q17370956
948145,Q23071064
948193,Q59278074
949505,Q22330116
951626,Q6397005
952433,Q24451676
954571,Q57242854
956022,Q22349430
959376,Q6377285
960516,Q10296276
961687,Q43125373
962217,Q56486443
964466,Q21527289
965587,Q37382597
966403,Q21177874
967802,Q26897250
968388,Q45418800
969459,Q4961492
971825,Q56801356
973565,Q41798577
975910,Q41187178
980125,Q16358132
981699,Q7309965
983340,Q57584414
985666,Q31213331
987490,Q5077615
988585,Q17517024
988996,Q30122115
989798,Q11048062
990014,Q7803833
991526,Q19630677
996390,Q20684448
997062,Q23696702
999997,Q4859227
1002009,Q19661993
1003165,Q21642773
1004461,Q21170719
1011695,Q17194967
1012248,Q20707150
1012608,Q21170469
1013449,Q6968739
1013488,Q7384662
1015212,Q30121977
1015220,Q6846587
1015534,Q30503529
1017422,Q56249810
1018396,Q17486540
1020407,Q30505519
1021044,Q29349926
1022659,Q50309644
1024042,Q18685655
1024146,Q58008502
1025881,Q27975618
1026734,Q4768897
1027151,Q47016793
1029252,Q29468821
1031158,Q7704849
1031861,Q19661684
1032897,Q20630694
1034574,Q38187851
1035648,Q24006921
1036932,Q17488211
1037693,Q6451738
1039204,Q57197996
1040605,Q55081405
1040807,Q57082123
1043064,Q22019962
1045335,Q50982241
1045433,Q17403099
1045605,Q6662271
1046619,Q11938850
1047266,Q50934852
1048161,Q12094356
1048665,Q5106471
1049546,Q57017155
1051612,Q6284372
1052173,Q20744183
1052314,Q51631398
1055211,Q28662860
1055767,Q48790821
1056792,Q30643580
1057702,Q56423717
1061188,Q19662341
1063705,Q40756771
1064483,Q10348946
1064855,Q16269636
1065513,Q42233104
1066513,Q6774860
1069616,Q10270135
1069952,Q57413167
1070228,Q27526941
1070330,Q36638510
1071525,Q48559437
1072423,Q28924666
1074973,Q50801181
1077917,Q12961592
1078390,Q7823466
1086945,Q20740862
1087918,Q22019205
1088506,Q56710593
1088919,Q3697565
1089545,Q45367561
1090225,Q6252554
1093024,Q4706554
1097369,Q58795516
1100065,Q15999786
1100279,Q7407272
1100716,Q3554591
1100826,Q52714956
1101536,Q19596581
1102090,Q24263616
1103413,Q58338549
1103623,Q5180788
1104732,Q53105924
1105030,Q4685159
1105482,Q20719640
1106018,Q5092761
1108000,Q16148409
1108659,Q2330033
1108708,Q24053454
1109555,Q43252447
1110543,Q7614830
1112581,Q21067215
1118296,Q7807160
1118947,Q6387632
1121449,Q27536228
1123118,Q38640471
1124130,Q27734521
1124585,Q4754770
1124719,Q16423610
1124721,Q29453174
1124934,Q5240909
1125682,Q49814108
1125948,Q27662570
1129816,Q52842346
1130181,Q28007409
1130695,Q16212485
1131446,Q21497996
1135026,Q7117264
1136260,Q16186538
1138807,Q27535301
1140104,Q28871541
1140225,Q16185624
1140778,Q45371683
1142042,Q57242067
1142424,Q6144003
1146202,Q26047376
1146215,Q18378597
1147236,Q4769418
1147328,Q56867960
1153141,Q46410930
1153760,Q12961299
1153795,Q53865463
1155474,Q7159459
1155961,Q23728366
1157592,Q30323471
1158604,Q5606047
1158937,Q58007621
1160087,Q50828113
1161161,Q7176834
1162071,Q5293875
1163125,Q52556201
1164076,Q3990700
1171059,Q44070793
1175628,Q5112601
1177085,Q27898578
1177167,Q16936998
1177829,Q57432763
1177909,Q3603084
1179350,Q10821067
1179618,Q38460282
1180279,Q57415380
1180315,Q5363622
1182027,Q46998531
1182358,Q12961544
1183415,Q16192800
1186370,Q13122944
1186423,Q52833715
1188004,Q3084016
1189597,Q55689508
1190022,Q16241602
1190951,Q30348920
1194418,Q5751818
1197132,Q56087521
1199828,Q56611547
1200913,Q16927909
1202240,Q16222599
1202346,Q16232717
1203713,Q3262534
1204215,Q26251808
1204286,Q56043841
1207163,Q45419265
1207915,Q21620867
1208641,Q21067100
1210333,Q27733937
1211474,Q4679964
1212156,Q24005476
1214414,Q16196562
1216239,Q3023755
1217172,Q15220613
1218913,Q16733671
1219512,Q5120588
1222452,Q26857801
1223139,Q7172007
1223537,Q30604147
1223675,Q7027758
1224221,Q6489971
1224673,Q6504014
1226099,Q37629312
1226560,Q56547101
1227246,Q25095356
1227308,Q20640933
1227792,Q29951631
1228198,Q6838307
1229672,Q4756297
