,qids
298893,Q25587556
299043,Q6777570
299558,Q30501833
299700,Q17098611
299716,Q2398559
301161,Q24852386
301728,Q6249598
301742,Q17388718
302739,Q18226179
303889,Q18354231
306101,Q58810684
306337,Q57663296
306415,Q17055478
307374,Q42531474
308898,Q58099825
309468,Q55183342
311610,Q10473301
314250,Q47469449
316830,Q45527523
317365,Q47089187
318028,Q21170694
318064,Q6873425
318228,Q19880690
319409,Q52891934
319949,Q55434607
320195,Q10313723
320435,Q38640423
321215,Q55955704
322540,Q6409112
323167,Q55624257
323188,Q16215313
324105,Q56086982
324144,Q52540553
325604,Q58009819
325734,Q29613546
326334,Q7288134
326671,Q29642985
328556,Q37992925
331853,Q31093687
333169,Q6846495
333508,Q6209811
333711,Q58099767
335874,Q19043712
336068,Q16192800
336650,Q6757491
336791,Q19560270
338284,Q26923483
338811,Q20658351
338859,Q4661670
339065,Q50822779
339129,Q12962855
339265,Q6252554
339794,Q29094086
339949,Q54577220
340574,Q16091530
341293,Q25190337
341631,Q22277702
344020,Q12962551
345357,Q18098741
346217,Q50676825
346521,Q21662985
348304,Q52199355
348845,Q16237028
349013,Q19428876
349670,Q29453119
350050,Q8039492
352517,Q6846695
353009,Q27526941
353605,Q4901037
354169,Q47492928
355087,Q27842974
356508,Q56809121
356628,Q4828459
356697,Q55956137
356729,Q52008281
361021,Q5225174
361266,Q6788287
361321,Q7789021
362215,Q57087539
362279,Q26036563
362851,Q5077615
362856,Q55080916
363173,Q4932932
363669,Q27942067
364222,Q55853631
364240,Q33157851
364283,Q22004817
364513,Q59172929
365987,Q21170719
368303,Q56846125
368385,Q50624550
368655,Q18351996
368853,Q7803061
369477,Q37836516
370030,Q59566250
370100,Q10327609
370407,Q43384585
370469,Q27037834
370547,Q47141325
370950,Q16733346
371017,Q46686128
373597,Q47347369
373714,Q51330981
375292,Q16358132
375559,Q6525493
375718,Q58754714
377376,Q7929696
378804,Q7815917
379167,Q6387632
379216,Q6451385
379407,Q26845372
379530,Q26844710
380856,Q7340241
381437,Q24006921
382801,Q58147902
384952,Q20687575
385661,Q6369912
386651,Q19661684
387593,Q12604918
387597,Q7291441
388645,Q55709001
389227,Q6211008
389289,Q57414762
389798,Q24731045
392327,Q17489728
392455,Q12968071
393204,Q5247954
395193,Q17580050
396619,Q47006333
396914,Q22958776
397054,Q55767458
397195,Q7615381
397264,Q27783550
397635,Q16728136
398802,Q16148998
400770,Q42865562
401273,Q55138464
401800,Q23871104
404723,Q50733715
405852,Q15059457
406150,Q23071064
407832,Q55363892
407965,Q19664693
408879,Q22956835
409198,Q7650989
410130,Q24851970
410953,Q58008502
411215,Q15220613
411278,Q45376370
411847,Q38460013
413962,Q7283583
413994,Q30122132
415848,Q6775472
416107,Q21175239
416759,Q57242854
416799,Q8003024
417387,Q24088853
418642,Q58494497
420771,Q3017464
422217,Q27862503
426216,Q16235182
426577,Q22019205
426901,Q59223345
426924,Q48817767
427269,Q27662286
427913,Q45427887
428140,Q38544519
428932,Q7171982
429622,Q16732621
429746,Q5971685
430954,Q40750795
431749,Q53101342
433650,Q57179667
434121,Q22913643
435469,Q12970418
435722,Q16838871
436104,Q34345449
436978,Q7000757
438032,Q23770420
442249,Q28469889
442300,Q29833715
443388,Q20684019
443624,Q47016793
444150,Q6701886
444817,Q56640178
445502,Q3703251
446483,Q4701783
447323,Q28325331
447809,Q24661963
448591,Q57549388
451316,Q23896812
451341,Q17379895
451636,Q5659338
452155,Q30509247
452277,Q2590260
452345,Q7804260
452545,Q22279801
452673,Q27735019
456872,Q12968068
457016,Q5606064
460711,Q16969199
460780,Q20278363
461213,Q7970125
461920,Q12499365
463208,Q18631763
463422,Q7360346
463494,Q27662629
464324,Q30745273
464383,Q16442095
465992,Q5115151
466053,Q49476261
468205,Q26209514
469786,Q21091264
472039,Q38320623
473514,Q6396439
473660,Q12967634
476021,Q23008204
478162,Q16214544
478679,Q27832753
478739,Q7375240
479601,Q4261836
481429,Q52423939
481786,Q28054929
484778,Q45355458
485350,Q55081453
485893,Q23418964
486007,Q10326584
489231,Q6767115
491445,Q1174426
491812,Q14948708
493364,Q24266598
495602,Q22326961
496304,Q11815396
496428,Q5120588
496753,Q57585645
496809,Q52627474
496930,Q28167555
499034,Q52918056
499318,Q52586076
499560,Q18670599
499573,Q18390632
501837,Q45371924
502105,Q17146019
503245,Q6395998
503708,Q16199184
503936,Q17627805
504839,Q24006327
506188,Q47509356
506477,Q23007710
507275,Q27922703
508889,Q43901043
510610,Q20995254
514797,Q51101152
515299,Q48839438
519054,Q25575333
519920,Q16730683
520074,Q45292509
520799,Q19667170
520852,Q7786823
521806,Q39059135
523286,Q52009801
526495,Q22908472
527768,Q18630915
527999,Q7383864
528701,Q58050528
533275,Q22773650
533739,Q7326084
534942,Q36988714
535140,Q58198387
538934,Q56062961
539424,Q16841833
546617,Q50977981
546850,Q58010102
547532,Q6501698
549246,Q58337746
549618,Q24953992
551207,Q19664344
552596,Q7156663
552741,Q20606852
553083,Q7176536
554277,Q39069588
554522,Q20685068
555289,Q5125209
555795,Q7407272
556449,Q30122027
556746,Q52889224
558664,Q12968072
558942,Q59327745
560012,Q57767728
560315,Q7614830
560652,Q52151032
561224,Q28167122
561327,Q16849269
561488,Q27972624
561749,Q41758846
562872,Q6835516
562914,Q7609698
564744,Q41223728
565234,Q11978971
565710,Q16733671
565838,Q25189191
566150,Q45370339
566972,Q3242389
567779,Q27527192
567877,Q55065037
567879,Q59583352
567914,Q56876961
569486,Q20588050
569860,Q26897250
570133,Q48285389
571248,Q5304354
571375,Q51129927
571918,Q59484421
573320,Q37382978
574640,Q5097027
574746,Q12961299
575787,Q21170898
576493,Q36053984
577054,Q5334909
578522,Q5112601
578539,Q45486794
579182,Q47108892
580595,Q7615796
580960,Q54086317
581743,Q7383860
583043,Q3262534
588692,Q43078971
588860,Q4859227
590168,Q19043342
591826,Q22956844
593274,Q5106471
593762,Q50555290
595721,Q5129904
597495,Q33027053
598527,Q5248535
598713,Q6097628
600625,Q27528793
603515,Q12963558
608576,Q11324613
610478,Q43177848
611086,Q58177926
611692,Q22957816
612134,Q47006184
613632,Q18921970
616322,Q42709759
617578,Q19663022
618265,Q37661683
618618,Q7922464
618726,Q17151993
619101,Q39784171
620810,Q52556201
621215,Q41675235
623285,Q4683067
625129,Q3990700
626620,Q16367268
628817,Q45710050
629062,Q16232587
629839,Q20790948
629951,Q55633973
630169,Q27908199
630616,Q12968989
631698,Q17371282
632819,Q6548160
633164,Q55314839
633224,Q5280786
636282,Q55214383
638407,Q18098565
640031,Q21066533
640741,Q16982026
642431,Q24521759
643374,Q18211690
644369,Q28137120
650150,Q6933357
651410,Q12054695
652677,Q6397022
656606,Q20090416
659807,Q48472620
661334,Q55623360
661540,Q6143486
661933,Q24254417
664226,Q57609153
665936,Q16223992
666123,Q5107928
666343,Q30061623
667251,Q6963828
671636,Q6118017
671708,Q17386208
672787,Q16843382
672932,Q18637391
678230,Q19878527
678372,Q56255025
679291,Q16208707
680163,Q51052731
680564,Q5919775
681518,Q50828113
681717,Q58333691
682486,Q4772351
683032,Q42665826
684700,Q44411886
686770,Q56681483
688736,Q17224875
692437,Q21546692
693141,Q27662430
693476,Q13183461
693907,Q53865463
694038,Q6526627
696529,Q51853156
697718,Q55761152
699529,Q7786904
699873,Q30592773
700250,Q45060868
703786,Q7026774
704088,Q5213066
704773,Q30688531
705071,Q45683018
708633,Q5238507
709595,Q24238982
710974,Q49117525
712992,Q5180788
714057,Q7822828
715012,Q16193340
716033,Q24809944
716950,Q11309455
719330,Q4769075
720341,Q56867960
721937,Q51955164
723935,Q40702890
725596,Q48272574
727247,Q7608110
727551,Q27995999
728240,Q23542560
728740,Q58314825
729438,Q26596460
732547,Q56486443
732878,Q42610131
737035,Q2846547
739094,Q3181966
739190,Q57001065
741742,Q6257993
742101,Q5486581
742786,Q16927909
745020,Q48876936
745104,Q19942407
745239,Q4773376
745999,Q22107348
748898,Q30223635
751842,Q40476365
752321,Q6848794
752715,Q59554095
754207,Q59204888
754666,Q7493057
755390,Q50871140
757095,Q16735257
757186,Q20684334
757628,Q57911000
759725,Q41786849
760554,Q7172007
760702,Q58201780
763263,Q19664156
764218,Q59179735
765519,Q6830804
765576,Q17385579
766307,Q6790285
766421,Q56678548
770763,Q30122115
770783,Q5092761
771122,Q12970030
778967,Q20740862
782660,Q30604147
788359,Q21067100
791772,Q1184912
792207,Q55819214
795953,Q57413167
799443,Q50401560
801911,Q5191379
806982,Q33093747
808186,Q24055563
808776,Q18127734
809886,Q8062146
811501,Q56460897
812562,Q48559437
813022,Q21004839
815347,Q46996231
817036,Q11855782
817060,Q30888099
818580,Q17385907
818972,Q23894753
821736,Q38013878
821944,Q59268399
823145,Q55138220
824144,Q59380085
824574,Q42358656
826029,Q16150693
827620,Q17192660
833600,Q10296276
833841,Q19844522
834523,Q21622179
835130,Q18155106
835890,Q28401849
835929,Q5110821
837469,Q51544561
837688,Q45622501
837798,Q55080919
839896,Q56728696
842803,Q37375935
845448,Q43177705
845738,Q59202000
849204,Q48471933
850085,Q56486460
851141,Q59094068
851498,Q3544319
852087,Q7312952
852651,Q16297445
852967,Q21932140
853107,Q6397235
855805,Q55956194
856268,Q30323431
860448,Q4933230
862878,Q7407755
863576,Q21527289
869310,Q16878638
874679,Q55758004
875384,Q18474078
877759,Q57184116
877844,Q17279975
878880,Q2994883
879106,Q53108716
883699,Q30505519
884015,Q16095676
884050,Q50038449
885247,Q47122923
888117,Q55282090
888717,Q11063652
888719,Q41672372
892925,Q42061153
893118,Q39070330
894638,Q26857010
894719,Q20985705
896098,Q58149938
896979,Q7147255
898865,Q26251528
905133,Q21642968
905657,Q48700370
906110,Q33035228
907749,Q21066570
908963,Q5388805
909076,Q27914157
912083,Q27975278
914360,Q15485047
917019,Q7121589
917692,Q28451002
918908,Q54341570
922052,Q16206393
922441,Q27971110
922682,Q22004129
924936,Q52115221
925140,Q5220571
926015,Q22320790
928592,Q12431122
928746,Q45373938
929278,Q6253630
929497,Q15983149
930895,Q10295620
931827,Q28450982
933587,Q19560672
933735,Q45765178
934781,Q7622907
937814,Q20650975
942229,Q55183526
943670,Q10308236
944111,Q17486540
946834,Q5919046
950500,Q47502346
951864,Q28921548
955535,Q5524856
955612,Q24055662
957423,Q15431311
959527,Q12965207
960537,Q59209402
961736,Q27057923
965117,Q55670441
965371,Q7384246
965580,Q56249982
966930,Q55106295
967336,Q7631250
968997,Q8971157
969553,Q29121957
969772,Q33103851
971305,Q5402966
972887,Q59359733
975033,Q13562006
975333,Q22110845
975513,Q6273271
975826,Q26702683
976754,Q7117264
978083,Q24548952
978613,Q6178306
978978,Q23061259
981268,Q37370034
984877,Q16974376
990362,Q23713467
991493,Q6771706
994583,Q16730712
995341,Q20752237
999799,Q7615336
1010389,Q29347611
1011443,Q18720270
1013417,Q12491695
1015422,Q55641682
1016383,Q30110155
1016445,Q1405711
1021206,Q5372382
1021782,Q45419265
1029952,Q55955760
1031230,Q42888630
1031713,Q32542279
1033231,Q27942437
1033305,Q58040343
1033901,Q7554617
1034663,Q55847771
1035198,Q26924897
1035952,Q16241757
1038640,Q22112066
1042161,Q17371205
1048048,Q58973776
1048716,Q6812894
1051661,Q19845144
1054013,Q3807484
1056392,Q54006571
1059872,Q12481953
1060976,Q16727872
1062682,Q53463208
1068013,Q27531748
1069142,Q6700022
1070360,Q19605732
1070362,Q21005776
1071154,Q5920648
1074868,Q19423986
1077301,Q45380460
1079151,Q56809045
1081302,Q45419858
1081324,Q19577556
1084523,Q4776001
1085283,Q57242538
1085706,Q16143479
1087611,Q30511679
1091255,Q57410311
1091319,Q6162873
1093854,Q54593475
1094799,Q29835334
1095743,Q45025273
1096336,Q16547462
1097124,Q21620867
1097338,Q46165188
1100833,Q5229379
1101341,Q27051004
1113771,Q8002966
1117161,Q58346976
1118041,Q56747763
1118158,Q57692276
1118163,Q20684641
1119211,Q7491472
1119438,Q28839731
1120330,Q16218907
1120448,Q16187355
1120849,Q56599832
1131077,Q51758389
1131682,Q18206526
1132546,Q12961604
1133091,Q19753930
1139249,Q16245734
1140828,Q56283938
1141193,Q16200434
1141730,Q5300724
1143420,Q6302529
1144704,Q12967367
1145270,Q27929676
1145371,Q46118280
1146710,Q30348111
1147334,Q7544297
1148518,Q49739815
1150097,Q5224688
1150272,Q39066558
1150323,Q23682376
1151286,Q45413383
1154579,Q24682609
1159020,Q5488471
1161470,Q6397005
1162957,Q27909572
1162972,Q54807020
1163258,Q55238170
1163541,Q4965128
1164198,Q2966633
1167866,Q20810533
1173807,Q16984133
1173808,Q7143671
1174196,Q53098903
1178253,Q42912821
1179472,Q41883890
1182312,Q20018149
1183355,Q16734876
1186836,Q20577729
1186965,Q47537260
1191162,Q28924666
1196367,Q16241735
1204645,Q58924790
1204749,Q56813988
1204871,Q16116207
1205920,Q53869510
1223257,Q6384627
1224938,Q58494429
1226513,Q15723612
1231813,Q55194384
1235702,Q19968666
1246439,Q33125140
1247860,Q5694045
1254978,Q44070793
1262692,Q16240321
1262856,Q4796959
1272442,Q42908872
1273978,Q45402650
1275553,Q5981438
1276411,Q6136602
1277604,Q45376055
1280551,Q6283719
1281957,Q50824218
1287270,Q25999423
1293139,Q25222476
1298252,Q25923184
1300404,Q5657897
1302696,Q6272643
1303045,Q58437033
1304675,Q1563213
1306867,Q24452280
1308041,Q55313437
1311137,Q5229788
1311630,Q53112922
1311733,Q12963555
1312222,Q50505575
1314403,Q6173568
1315319,Q24940325
1318173,Q29468821
1319413,Q5142019
1323119,Q6298748
1323283,Q29094577
1323586,Q22959071
1326509,Q48391964
1328429,Q5228844
1329525,Q47708145
1330700,Q7364897
1333471,Q55281885
1339167,Q7613959
1341236,Q54552799
1345854,Q5229767
1347415,Q45045353
1349104,Q51300638
1350270,Q21932060
1354136,Q56877127
1358168,Q7292054
1360853,Q5200660
1363683,Q5042328
1367522,Q22349779
1368317,Q27517864
1368978,Q20714265
1371234,Q24851793
1387206,Q21546917
1389986,Q26845536
1390752,Q20508566
1392198,Q6184207
1394344,Q29915248
1394575,Q21152614
1399964,Q42367185
1411697,Q53567875
1415786,Q21066310
1417326,Q1711988
1428985,Q47491479
1430543,Q50628611
1435896,Q56558211
1436832,Q16153275
1437841,Q29466584
1440651,Q33133560
1452091,Q52751112
1453214,Q35363545
1453466,Q27734198
1456587,Q57076761
1456723,Q16211781
1463381,Q59304509
1464449,Q16727736
1467763,Q23023243
1468751,Q56611547
1475502,Q449821
1477290,Q47437185
1478192,Q28501938
1489829,Q41592226
1490213,Q16201997
1497299,Q27662570
1499555,Q22279950
1502808,Q24006537
1511532,Q28873773
1514611,Q54860865
1518751,Q19867551
1528670,Q7407214
1533111,Q6734461
1533285,Q56289910
1534566,Q55584358
1538901,Q16091409
1542066,Q892815
1544052,Q21964322
1548695,Q43379353
1550581,Q18205355
1552418,Q12964019
1553129,Q18544806
1554297,Q16207212
1556477,Q20687638
1559894,Q27975662
1560659,Q16658066
1562960,Q57242766
1563680,Q19908924
1564540,Q55965691
1569105,Q53567646
1572181,Q7294007
1575961,Q21663089
1578772,Q23772614
1579242,Q46410930
1579496,Q7340887
1580428,Q16298266
1586582,Q47501248
1588131,Q20793002
1589029,Q25190178
1592826,Q23614102
1594535,Q21549997
1595841,Q24235963
1600136,Q4404917
1601375,Q7286048
1611969,Q6709099
1612275,Q21067094
1613640,Q3084665
1614060,Q12403930
1616018,Q56224022
1618653,Q15713128
1620881,Q47164711
1626066,Q6984060
1626775,Q50082869
1628553,Q4960890
1648616,Q58791426
1649244,Q51631398
1653271,Q12094356
1654387,Q55114658
1657610,Q32945384
1663957,Q29453245
1667908,Q7970495
1668698,Q16980132
1668917,Q48700678
1679431,Q6989294
1680183,Q6660305
1680379,Q14946781
1683282,Q6138519
1683627,Q59268365
1684852,Q55433671
1693862,Q6525778
1696210,Q6828194
1697586,Q56064992
1698276,Q16185597
1706011,Q7586156
1708312,Q39188490
1709621,Q27525794
1713398,Q58468139
1714344,Q6003132
1717307,Q45419211
1726017,Q47131033
1726456,Q6214541
1726870,Q7929369
1729912,Q7343730
1732509,Q19667623
1738745,Q16736727
1742129,Q43871124
1747490,Q12967369
1749425,Q7945409
1750109,Q28839888
1754031,Q18637231
1755571,Q16255328
1757441,Q38460282
1759300,Q33084655
1766450,Q28937043
1770769,Q58215951
1772982,Q58495676
1773429,Q29860750
1774425,Q7340975
1778790,Q30505054
1780322,Q47541834
1782249,Q18685716
1783366,Q21558021
1785265,Q16687118
1786080,Q56600140
1787825,Q16173180
1789160,Q13534583
1792565,Q20589154
1797816,Q41531173
1805936,Q58100132
1810877,Q27662378
1814540,Q55584512
1820267,Q27527268
1834320,Q52555363
1836506,Q56043525
1837032,Q21393901
1839977,Q4716659
1840538,Q18043688
1842400,Q16216620
1853308,Q16940035
1863078,Q15849160
1866557,Q16981624
1867160,Q37876600
1871062,Q37992957
1871458,Q16028203
1873432,Q21010697
1875143,Q45397612
