,qids
1244416,Q22096182
1244579,Q56250394
1247281,Q16207727
1247616,Q24088524
1248682,Q4899445
1249871,Q45406598
1252500,Q51667568
1254367,Q16980635
1260026,Q12967714
1260157,Q38132139
1261526,Q5495461
1262020,Q1173143
1267026,Q21932209
1267644,Q45380460
1269446,Q56065669
1273556,Q21067093
1273620,Q55386864
1274731,Q41531173
1275469,Q24005082
1277333,Q19880188
1277480,Q3007825
1277879,Q26436216
1278433,Q6759678
1282123,Q23023489
1284265,Q21063110
1284343,Q5334909
1284631,Q52714435
1286205,Q4667330
1289828,Q23073564
1290820,Q28911721
1292974,Q6491163
1297412,Q2940701
1302806,Q19867952
1304421,Q19865583
1305556,Q17097429
1307026,Q5212841
1309717,Q6742273
1311097,Q5362568
1313200,Q4727519
1313238,Q2918159
1313945,Q30069725
1316583,Q29033449
1316812,Q53870535
1316840,Q16935116
1317895,Q20744684
1318666,Q24238950
1320271,Q7929369
1321907,Q42867394
1322426,Q4746831
1322577,Q54575368
1324289,Q16998576
1325072,Q20685288
1327687,Q12522220
1327700,Q27530203
1328396,Q5238507
1330001,Q57268386
1330478,Q7815288
1334166,Q23765691
1335373,Q6249598
1336123,Q16769718
1337640,Q59553641
1337696,Q16192588
1341403,Q6197331
1345010,Q33256784
1345307,Q4908388
1347053,Q17379895
1347070,Q28007409
1347124,Q4802094
1347371,Q23906973
1347601,Q5240021
1347732,Q18385836
1348597,Q21170694
1349912,Q8052151
1350257,Q16913240
1353053,Q21063929
1353103,Q2120130
1353350,Q7352618
1356538,Q5596433
1357618,Q22077957
1360594,Q6109403
1362487,Q52890741
1363494,Q16204771
1364634,Q44547917
1368880,Q28937043
1368939,Q52147431
1370369,Q14928302
1370383,Q27862503
1371573,Q11329958
1372650,Q25999590
1372747,Q39659063
1373370,Q50393006
1374114,Q48471382
1374463,Q7648818
1376164,Q15059457
1378076,Q6830863
1378185,Q47494624
1378298,Q27983613
1379363,Q12967040
1380286,Q23017146
1382827,Q52834984
1383253,Q23808656
1383845,Q18915202
1388870,Q56289911
1396437,Q12967634
1398102,Q30501833
1398261,Q17371159
1401408,Q19564475
1401736,Q27663036
1402224,Q15220613
1408096,Q5343891
1409087,Q23905741
1409244,Q5301688
1409425,Q4521096
1410831,Q45562714
1411073,Q56702172
1414730,Q16213590
1415557,Q59268354
1416899,Q8012265
1417587,Q21964322
1421751,Q21461717
1424418,Q7395568
1425047,Q5560480
1426464,Q47164711
1426850,Q48285389
1430993,Q20090131
1431061,Q7331784
1431594,Q22956844
1431836,Q56640178
1431840,Q17306307
1432490,Q22003377
1436757,Q55583938
1442526,Q7563422
1444750,Q5678281
1451074,Q3591223
1452601,Q30612335
1452780,Q6534666
1453106,Q7310615
1455218,Q4768897
1456748,Q6187272
1460673,Q15983443
1462738,Q55356868
1463811,Q57775362
1464378,Q7418422
1464665,Q19662341
1468660,Q29404851
1469886,Q5180708
1472371,Q6850949
1473731,Q52617623
1475386,Q1394656
1482562,Q45376055
1489121,Q21063672
1490612,Q17113024
1492312,Q6950238
1494593,Q7323569
1497338,Q27064033
1500667,Q16303046
1501430,Q16216195
1502331,Q20684448
1502879,Q52768079
1503951,Q5817747
1509029,Q7121589
1509449,Q27978920
1511141,Q29915248
1511148,Q5247839
1514679,Q27734198
1518691,Q57438262
1519519,Q5079325
1519953,Q6211008
1524788,Q7409451
1526150,Q59356469
1527119,Q5869129
1528307,Q27533984
1537043,Q21933469
1537407,Q17612839
1540057,Q21642968
1541577,Q53870889
1549183,Q58177926
1549588,Q28843018
1551105,Q3183350
1553859,Q50828479
1554627,Q27767470
1557190,Q16095676
1559779,Q41584220
1560425,Q23007498
1565302,Q28013980
1566221,Q20707028
1568434,Q16200694
1569910,Q21592126
1571471,Q28938631
1571660,Q6847808
1572745,Q4933230
1573109,Q6162873
1574144,Q52115221
1583834,Q20684019
1583867,Q58339516
1585798,Q18236069
1592606,Q6381533
1594412,Q30414875
1594957,Q53979031
1595620,Q47030051
1595757,Q23769962
1598741,Q12970913
1598887,Q18149875
1600943,Q56741518
1604247,Q6767373
1604762,Q41079487
1605811,Q6376804
1605985,Q42603655
1606935,Q21077092
1607388,Q3181966
1608482,Q28201801
1609647,Q30604147
1610021,Q26828947
1610915,Q57087539
1613075,Q57078986
1613242,Q17917701
1613974,Q56501622
1615621,Q4699775
1624004,Q15719747
1624050,Q2849337
1635210,Q7925677
1636972,Q5053958
1637877,Q20744975
1645315,Q52423939
1645817,Q7347688
1646121,Q16875964
1651698,Q18218090
1651833,Q10314711
1654505,Q16255328
1656274,Q20605454
1657757,Q30323743
1658712,Q42336712
1660746,Q19892985
1661806,Q56479352
1662533,Q11791053
1663602,Q2363345
1664572,Q44080953
1669093,Q3015263
1673932,Q19325087
1677048,Q12972407
1677156,Q15849160
1680087,Q6377427
1682923,Q21608584
1683315,Q21452852
1683445,Q23907131
1684492,Q59197989
1688228,Q4670288
1688351,Q21621800
1688752,Q18044216
1689809,Q7045442
1690224,Q28227697
1694631,Q58147575
1696171,Q22906919
1698982,Q26596460
1702213,Q56558211
1703221,Q56811986
1703452,Q4772224
1705177,Q52713513
1707259,Q54731868
1707370,Q444468
1707560,Q44980613
1711497,Q52889224
1711999,Q21621789
1716517,Q4701783
1720127,Q39087974
1721395,Q19665419
1721446,Q58065739
1722755,Q6355496
1722922,Q56850473
1725130,Q31765667
1726148,Q5486591
1727284,Q28186748
1728116,Q6248032
1728322,Q28839731
1730688,Q19865314
1733283,Q6836942
1735308,Q12423651
1735529,Q7704849
1739467,Q15938316
1743109,Q30111880
1744862,Q47026833
1745896,Q23894753
1763364,Q30524432
1763432,Q3018785
1764008,Q16212731
1764392,Q59554095
1765200,Q6369853
1768517,Q24716606
1768880,Q12054695
1770527,Q16196637
1781411,Q4716662
1783988,Q17523819
1785509,Q45421525
1788459,Q57242538
1789340,Q47113508
1791469,Q7176659
1791641,Q27832689
1794064,Q19938146
1794604,Q58803132
1794765,Q49561393
1796745,Q6118017
1797593,Q55080936
1801457,Q5444180
1803523,Q7143464
1810254,Q3808111
1810948,Q21229304
1815044,Q51718695
1815941,Q7329868
1816278,Q48391964
1819991,Q16928066
1821432,Q16226402
1821753,Q24248215
1821865,Q12972000
1824499,Q22096303
1828452,Q4730520
1828559,Q5605406
1828566,Q27087833
1829082,Q24005523
1833230,Q45368861
1833802,Q16146470
1837910,Q47122923
1837911,Q55235714
1844029,Q39986904
1844258,Q44445564
1844421,Q7344908
1844732,Q50861172
1844933,Q3603084
1846645,Q21039412
1849675,Q50750897
1851791,Q16091409
1855123,Q20676403
1857244,Q45479258
1864094,Q30572813
1864321,Q26923605
1867588,Q6835516
1871640,Q7409534
1872259,Q35363545
1874407,Q18684719
1876402,Q56816637
1881183,Q28924982
1883627,Q16217233
1885108,Q2893323
1887072,Q12963560
1888447,Q28503301
1890186,Q6376802
1891394,Q52109061
1891528,Q30295916
1892625,Q23896812
1899807,Q16729255
1902860,Q26465611
1902959,Q55987315
1903902,Q23933707
1904010,Q4261836
1904012,Q3195682
1904802,Q6369912
1905212,Q44735699
1905462,Q52671889
1909590,Q7970125
1911510,Q16297445
1912931,Q53105924
1916462,Q42666301
1917850,Q24006327
1918146,Q23772432
1920704,Q28540585
1921435,Q26915334
1922404,Q26924851
1923562,Q45558099
1924847,Q41675200
1926799,Q58235285
1927139,Q23416716
1933663,Q55615739
1933807,Q23770420
1938941,Q2924585
1939871,Q24525359
1941043,Q4356920
1943786,Q57242854
1944404,Q5045143
1944666,Q4805578
1944737,Q51136319
1946231,Q16887212
1948856,Q30223635
1957978,Q26923483
1958294,Q6214185
1961552,Q29897441
1962504,Q19560723
1971577,Q7436672
1973485,Q6395998
1973912,Q23614102
1977846,Q56043293
1982057,Q10514926
1982257,Q27671586
1983123,Q30123025
1984485,Q59209412
1986776,Q51120531
1987474,Q12303946
1988841,Q27541580
1990355,Q58009819
1990825,Q16163810
1994103,Q6409574
1994819,Q5225106
2001270,Q25427735
2005252,Q30348920
2007942,Q16358132
2008176,Q59510266
2009462,Q2010
2013492,Q4678904
2017026,Q58147902
2017603,Q30121945
2018246,Q52938113
2019115,Q5224629
2019819,Q45625947
2027544,Q18812202
2033487,Q24565245
2034043,Q11365935
2035640,Q5386714
2035967,Q57585451
2036101,Q50409097
2041410,Q17092227
2043277,Q59484421
2044784,Q50345251
2047722,Q56631216
2051502,Q26205736
2055905,Q58490494
2056350,Q43203051
2057173,Q8003871
2057775,Q4661825
2057939,Q30598281
2058158,Q5213149
2059540,Q59179590
2061015,Q50060417
2061167,Q25587556
2061751,Q5243261
2066621,Q56801362
2069856,Q30674285
2072824,Q22108246
2072851,Q58495676
2075798,Q16264991
2081296,Q40742089
2081486,Q21934365
2083497,Q27959965
2083948,Q55434607
2085885,Q56065085
2088740,Q25999546
2088817,Q7296638
2092358,Q55081402
2092579,Q52828656
2094698,Q59422754
2095303,Q45420585
2095460,Q30069786
2107152,Q6537568
2108731,Q56513221
2114387,Q15647061
2115754,Q23771864
2120077,Q7608250
2123336,Q23563208
2125224,Q22103605
2126782,Q5676723
2129569,Q55727419
2135857,Q30268894
2137009,Q40539380
2141597,Q7117264
2145644,Q19665311
2146103,Q29551860
2146516,Q46564890
2147481,Q26262422
2147622,Q18150546
2148432,Q8014370
2151606,Q26097618
2153683,Q16199769
2155320,Q22112351
2158228,Q23542560
2167758,Q19896231
2170096,Q57837325
2172779,Q6212058
2173218,Q58793499
2173530,Q45365693
2174373,Q16886321
2175673,Q7614640
2176747,Q45420483
2184011,Q27663687
2185227,Q45469391
2186034,Q28222622
2186535,Q56875870
2187420,Q17386208
2188927,Q43133847
2189290,Q4914501
2190471,Q11332308
2195107,Q5379646
2196672,Q45362437
2197490,Q22959211
2208173,Q28871541
2213583,Q56052063
2219448,Q19661294
2222212,Q10270737
2222860,Q45396875
2223559,Q24007163
2224490,Q12970418
2224608,Q58894550
2228378,Q18544804
2229696,Q16584665
2229836,Q7922464
2230147,Q8936625
2230355,Q47494606
2230833,Q18921567
2230850,Q6038472
2234839,Q7615381
2239504,Q16727394
2241460,Q3017660
2241486,Q42704563
2241506,Q26924638
2241634,Q58099767
2244274,Q41791452
2244812,Q56427935
2245426,Q22006570
2247472,Q27525637
2247513,Q6989294
2257199,Q21552654
2260280,Q56461861
2264908,Q58791426
2265418,Q21212074
2266587,Q19668640
2268159,Q58324134
2268890,Q19979403
2269085,Q55065393
2271230,Q25040760
2273386,Q59554730
2275960,Q23018021
2277154,Q58468072
2280226,Q12961544
2280668,Q7349708
2281086,Q22100034
2285160,Q5360349
2285934,Q39059135
2291388,Q52818680
2297812,Q37830201
2304876,Q21091264
2305080,Q5524795
2306620,Q12964108
2309035,Q44573086
2312272,Q47460228
2312644,Q16147036
2316202,Q21393136
2317459,Q16727872
2317857,Q22279240
2319425,Q57515797
2321146,Q45419211
2321162,Q56813988
2321172,Q17371227
2321362,Q26465379
2322536,Q33003649
2322551,Q19281593
2322980,Q42666188
2323887,Q46153104
2326247,Q55432918
2326686,Q56724042
2327225,Q27049939
2331135,Q45593062
2335257,Q2849590
2335566,Q24565196
2336653,Q6551941
2339798,Q21066310
2345472,Q16216183
2346239,Q50807968
2349463,Q6932546
2349508,Q39079217
2355426,Q52540553
2355502,Q12968071
2358966,Q26465423
2359684,Q4932932
2363969,Q19629586
2364658,Q5044704
2369140,Q50772475
2370625,Q24661963
2372227,Q7147255
2373921,Q12971456
2373971,Q27995835
2374625,Q19043712
2376709,Q45438747
2377320,Q42696071
2381338,Q6881189
2382110,Q5388805
2382911,Q23728366
2388249,Q7326746
2388663,Q5120588
2389474,Q19606490
2399618,Q47544219
2412718,Q1314610
2415304,Q3848528
2415329,Q19956851
2416107,Q24525723
2416108,Q15917446
2418140,Q19560856
2420748,Q16095657
2420819,Q58399717
2422254,Q18378891
2423886,Q46917266
2424255,Q21285191
2438053,Q7340887
2439868,Q22004129
2440197,Q58065412
2440439,Q42531474
2440578,Q47708505
2440755,Q5235200
2441368,Q16732712
2447884,Q2253106
2449985,Q6734193
2451646,Q47451360
2452473,Q262174
2455021,Q6788398
2455195,Q56747763
2455226,Q7557749
2456123,Q52368905
2458009,Q18098565
2458677,Q7650989
2460640,Q5041286
2460862,Q47028392
2461136,Q13110184
2461366,Q6286771
2462905,Q55759677
2470068,Q20684641
2471842,Q45402650
2471968,Q55097302
2477864,Q54547774
2484376,Q19944126
2486190,Q21066570
2489896,Q4924283
2489919,Q58383942
2490137,Q12962341
2498266,Q28313110
2498443,Q16728738
2501105,Q30877477
2501236,Q15723612
2502157,Q17466288
2503083,Q25476803
2503448,Q4682674
2503650,Q6498919
2509336,Q6389822
2509618,Q12964210
2512720,Q24088592
2513159,Q59567240
2514458,Q22956984
2515293,Q33656883
2518201,Q3016007
2522666,Q55433671
2525010,Q11767346
2528281,Q12969409
2531228,Q27881375
2532223,Q25184456
2532679,Q57242448
2542693,Q21285657
2545988,Q58238579
2549526,Q1680058
2550200,Q5065867
2550395,Q27662430
2558794,Q18719084
2560834,Q30512011
2561041,Q14948708
2566274,Q12961607
2566476,Q4878845
2568504,Q19864332
2570426,Q39919463
2574091,Q16298323
2589396,Q28531070
2592828,Q26708474
2596431,Q42666204
2600643,Q27050998
2603650,Q55110794
2604290,Q27527877
2611367,Q23770430
2612235,Q56254219
2614426,Q5657897
2614910,Q19571967
2618982,Q48817767
2620436,Q6828525
2621708,Q47120324
2621805,Q6199328
2622493,Q5427803
2627503,Q21663257
2628276,Q5334987
2630426,Q38898540
2631754,Q17379992
2633772,Q56611547
2634456,Q13563102
2636520,Q12896024
2640342,Q20744183
2641639,Q4679856
2642158,Q26251176
2645766,Q7152054
2645977,Q58096624
2647838,Q12970032
2649464,Q16974376
2651942,Q48082580
2653762,Q30934426
2653885,Q6183349
2656992,Q56868020
2661632,Q3183408
2662879,Q27830794
2671951,Q20675964
2680782,Q52554649
2684704,Q27783547
2699565,Q25189866
2704172,Q51603821
2711281,Q48778222
2718075,Q45496389
2726004,Q3013810
2729512,Q28822974
2737969,Q27662231
2738378,Q6489971
2739492,Q52145501
2740990,Q4923978
2741013,Q7931850
2741371,Q6743599
2742382,Q17370978
2745701,Q26213687
2747275,Q5077615
2748062,Q41666539
2748997,Q28451002
2749936,Q6260231
2753928,Q57879095
2754792,Q27975651
2760203,Q27524156
2763286,Q17371274
2772086,Q27534472
2772963,Q18125771
2787456,Q7926693
2787722,Q55232409
2794081,Q21005350
2796223,Q52833729
2808300,Q57041366
2812056,Q7822020
2815046,Q4898066
2815395,Q28800361
2824655,Q21756144
2825255,Q24743168
2830206,Q42704042
2838297,Q12269778
2840381,Q7803833
2850642,Q54901092
2850840,Q5928012
2851208,Q10389290
2855064,Q19663990
2856845,Q20605316
2857531,Q18389593
2858421,Q41777318
2860233,Q6153026
2860531,Q16984133
2860662,Q55584942
2862709,Q16213520
2863496,Q47714018
2866351,Q59532529
2869210,Q24962813
2872122,Q23884323
2873100,Q7296653
2876099,Q21526668
2883506,Q30323671
2885513,Q53870516
2888211,Q23760924
2894366,Q16371762
2899566,Q10316408
2904082,Q58050528
2905222,Q45486794
2905668,Q6112640
2908728,Q19609724
2912614,Q56249819
2914024,Q22305582
2914724,Q21391295
2918701,Q11463183
2920102,Q59531366
2925211,Q55106295
2926560,Q55286428
2927123,Q16148409
2934350,Q55194384
2935744,Q7150008
2948586,Q57767728
2952204,Q22957683
2958342,Q47819014
2959423,Q58824190
2963017,Q30121977
2965518,Q24579578
2973326,Q29479504
2976557,Q3262534
2976825,Q56121998
2978790,Q27906174
2979474,Q30348943
2984237,Q12968989
2986859,Q12481953
2993718,Q16242980
2996108,Q58322818
2998045,Q6539782
3000908,Q17148733
3006209,Q29466721
3014304,Q16218907
3014758,Q24254417
3018179,Q47708093
3029393,Q6282372
3035433,Q51853156
3041995,Q55092447
3045853,Q41796331
3049836,Q26897250
3055362,Q45565360
3059472,Q56556795
3061146,Q6230325
3061777,Q21603970
3064487,Q16213181
3067799,Q39089689
3068703,Q6765564
3069391,Q27942437
3071892,Q45484803
3074436,Q52270172
3075738,Q10308236
3077096,Q7519186
3079975,Q4761146
3082931,Q28167086
3083876,Q16875145
3084606,Q6369932
3090069,Q16193972
3093049,Q16241283
3099177,Q46686128
3099481,Q18223105
3102615,Q4934909
3106318,Q47455965
3106477,Q42852733
3122320,Q5266025
3122565,Q56951120
3129343,Q39058959
3137961,Q4953836
3144856,Q43302461
3147914,Q6106607
3149695,Q16215017
3154037,Q5750755
3157625,Q38460623
3158936,Q16149271
3161486,Q45312468
3166464,Q51758389
3171278,Q47090897
3172163,Q53870545
3181915,Q56249721
3181961,Q17371243
3186049,Q6282574
3186705,Q4961542
3194082,Q7298739
3196956,Q19661993
3198969,Q16727553
3198972,Q19518083
3209065,Q48700678
3212487,Q7831737
3217379,Q55065037
3218702,Q6283719
3221714,Q54120839
3225901,Q7333204
3227999,Q20736505
3229067,Q30080352
3233578,Q26923608
3243104,Q26244727
3243774,Q27052068
3244860,Q57446311
3247510,Q22277702
3250638,Q24565057
3267751,Q16801903
3269323,Q56064736
3273139,Q24455633
3274716,Q47129997
3275214,Q56724043
3279495,Q30251218
3280349,Q24190912
3281949,Q22002894
3293844,Q6773364
3294244,Q47515244
3302988,Q31213331
3306604,Q19892360
3316448,Q29474634
3341516,Q55282097
3348242,Q2966633
3349107,Q39160976
3349220,Q20684301
3351814,Q4661933
3354923,Q4945276
3355012,Q7349128
3356236,Q58007953
3357282,Q56556865
3362518,Q27881480
3371608,Q59600657
3372490,Q27534322
3373465,Q18043688
3374308,Q21266581
3378172,Q45367928
3379399,Q12968068
3381151,Q21064384
3384138,Q16193166
3384353,Q56224022
3385873,Q5042328
3387049,Q30085158
3392330,Q54821005
3395673,Q53506475
3397539,Q21580563
3399259,Q55080921
3401773,Q52714239
3409090,Q45463116
3410360,Q7283583
3411590,Q4935162
3412535,Q16223992
3415780,Q42214105
3422060,Q56852299
3424583,Q27805274
3427952,Q18764160
3428920,Q6285487
3430666,Q58314825
3435216,Q12969814
3435458,Q5280786
3437770,Q16575919
3441521,Q7970495
3443067,Q5047126
3445541,Q27531173
3446346,Q38445272
3450866,Q58919904
3452449,Q27908199
3453048,Q6380276
3453083,Q53955602
3454316,Q7337451
3458659,Q5110821
3459921,Q6406830
3460030,Q20793559
3460131,Q44307090
3466938,Q42296494
3469029,Q47347369
3469248,Q21503008
3473215,Q898125
3477352,Q28378545
3478691,Q28815111
3482010,Q45699147
3483104,Q16233689
3485031,Q27064192
3485476,Q37952247
3488281,Q33104654
3489269,Q26251726
3489476,Q51657959
3502629,Q28962526
3503645,Q6485383
3504145,Q58999631
3512405,Q22107175
3516726,Q56168222
3518218,Q56473859
3522462,Q16216620
3527411,Q7407720
3528809,Q7803061
3536333,Q50874784
3538498,Q5304354
3550332,Q5896096
3553818,Q3289993
3555460,Q42605211
3556813,Q17371224
3558854,Q16192756
3559578,Q29453245
3562286,Q5307233
3564872,Q16105715
3566158,Q55760588
3567823,Q11938850
3572858,Q58370380
3575678,Q55767433
3578250,Q41672372
3588916,Q4980118
3595163,Q5236112
3598102,Q4730752
3602871,Q59167685
3604919,Q37838240
3609571,Q5415452
3610462,Q28839888
3620088,Q25472372
3624472,Q19867525
3632108,Q4796959
3635932,Q7436424
3637545,Q13560420
3640137,Q55282090
3640426,Q28536817
3653764,Q16226204
3655455,Q43871124
3655859,Q19596770
3656359,Q22112066
3657096,Q16215901
3663944,Q19975996
3665830,Q7143188
3667106,Q16239484
3680933,Q57626854
3681841,Q5362057
3683202,Q20278449
3686301,Q20631310
3686334,Q5239078
3688541,Q47009520
3689653,Q19661152
3690682,Q49630523
3695067,Q12967369
3704403,Q54997574
3705627,Q16236846
3709975,Q56222080
3711024,Q7794063
3712631,Q56485665
3713115,Q6767840
3714399,Q7494848
3725457,Q4685159
3726672,Q42689166
3744747,Q55507168
3745191,Q20503303
3746236,Q7614339
3747428,Q5335410
3755395,Q26464753
3756237,Q27530906
3756814,Q29912804
3759878,Q47494317
3774840,Q17612400
3774929,Q30122120
3775382,Q3571768
3777809,Q16190725
3780125,Q16738985
3785084,Q5341502
3786496,Q42398355
3794029,Q4746886
3796079,Q16728367
3797054,Q26845445
3797271,Q55314802
3806780,Q23418964
3811869,Q58888833
3812636,Q28450982
3813907,Q16233529
3817773,Q12968590
3820318,Q6115109
3820335,Q23883048
3837443,Q17047614
3839596,Q23771654
3839973,Q4722433
3842419,Q5211805
3845322,Q18044592
3846209,Q27735019
3855968,Q35703269
3866181,Q53870710
3866447,Q10365185
3871787,Q6524252
3886298,Q6846034
3886629,Q7292054
3888291,Q5108246
3923900,Q27517864
3924193,Q5394253
3929480,Q43014250
3939637,Q21874264
3952601,Q16731637
3954796,Q28420096
3955123,Q28076340
3957012,Q56513219
3964928,Q16206393
3967776,Q24572524
3987991,Q4980574
4010350,Q5142019
4010450,Q7849308
4011935,Q21066685
4033050,Q11696119
4037173,Q7185819
4038374,Q7945751
4039809,Q4931670
4043277,Q16581664
4046414,Q45413388
4046927,Q45406640
4050795,Q6846695
4051984,Q45397275
4053404,Q18686319
4059291,Q24678770
4060573,Q47495745
4071311,Q37376349
4071405,Q50348549
4078245,Q33100715
4085888,Q5829727
4085942,Q45445595
4087778,Q12485554
4096978,Q18206617
4108705,Q16935068
4116300,Q28050579
4122424,Q45402612
4123721,Q57413167
4125955,Q21520178
4126128,Q59521772
4128232,Q58918448
4130781,Q57911000
4140919,Q16196246
4148584,Q20657158
4154074,Q54946149
4157718,Q21004790
4168131,Q7688108
4169428,Q7407372
4169922,Q5353238
4170064,Q16230428
4170901,Q27094212
4175503,Q39073249
4181407,Q5047610
4186659,Q20684334
4195844,Q52117815
4200080,Q7818037
4202173,Q19325119
4202752,Q22277283
4202970,Q27662349
4204370,Q58640693
4205365,Q21642773
4215596,Q26923868
4216541,Q12968098
4217285,Q12963688
4229175,Q5252742
4231755,Q21067215
4232050,Q55527692
4232271,Q21516505
4237750,Q16173180
4253822,Q7626592
4255640,Q40750795
4258156,Q7286014
4258769,Q6771571
4262963,Q5638512
4263010,Q37834592
4274027,Q5658065
4278138,Q16687118
4281176,Q569184
4281294,Q16193868
4281777,Q24233773
4286933,Q6108632
4293089,Q45355458
4294652,Q27527504
4300126,Q4662267
4305029,Q5349332
4309752,Q5277630
4310221,Q3591238
4311218,Q37838956
4311655,Q19968780
4313750,Q58426303
4330107,Q5133916
4332878,Q24238982
4341823,Q3484395
4341839,Q50843991
4343284,Q29454764
4344289,Q15617744
4344525,Q45421539
4352586,Q6696352
4353208,Q5006974
4363079,Q22115261
4363499,Q17190339
4363787,Q5596375
4371697,Q23620214
4378484,Q51330981
4383719,Q4888073
4384524,Q45371924
4387893,Q37382597
4389480,Q56867960
4397625,Q16727440
4397893,Q13551334
4398039,Q40756771
4401688,Q5605827
4403258,Q12961299
4406618,Q55361305
4409486,Q23907062
4416512,Q19665505
4420945,Q27063998
4422599,Q28083885
4432420,Q46094874
4436569,Q7704216
4437981,Q6303423
4438790,Q58325678
4441964,Q53870540
4447198,Q3817641
4453285,Q28468963
4459070,Q56876961
4462142,Q27534214
4468962,Q45419735
4471784,Q30089841
4471989,Q22113805
4472144,Q21997842
4474152,Q57882799
4479088,Q5229379
4492075,Q4716659
4494538,Q17370979
4498465,Q19664275
4500506,Q21550050
4507074,Q20589154
4508312,Q22957266
4519363,Q4957131
4535116,Q16215110
4546893,Q59076015
4547570,Q38320623
4550223,Q27037834
4553855,Q24809944
4570903,Q3314687
4571054,Q17659326
4572998,Q43549175
4573674,Q21329031
4577801,Q17411716
4579674,Q17370980
4598235,Q46885504
4605342,Q45418913
4610401,Q21620867
4613034,Q39977539
4620610,Q47234338
4625785,Q37993388
4626201,Q55363795
4627703,Q22089235
4630172,Q24284333
4631971,Q6490997
4636631,Q6199801
4649019,Q58824452
4649230,Q22279276
4650126,Q3851401
4667332,Q3186521
4669608,Q6982240
4677237,Q36079493
4678795,Q5483406
4679248,Q5549672
4684974,Q57292249
4686683,Q12967123
4689901,Q51999389
4690431,Q12962783
4693066,Q41187178
4694050,Q30524343
4698302,Q22095628
4706075,Q23713467
4709453,Q6700022
4711595,Q19666591
4711638,Q5181247
4738812,Q21062507
4741325,Q27527264
4751196,Q27734272
4751704,Q27735514
4753438,Q12308567
4761194,Q5540389
4769088,Q16736727
4770648,Q12331620
4772848,Q47544187
4776811,Q27453944
4785866,Q5115432
4793195,Q5107856
4793524,Q27443305
4793863,Q21016477
4801358,Q20631297
4802417,Q51000936
4809362,Q59605445
4816791,Q6490269
4818903,Q12121213
4830631,Q22006907
4830699,Q5276792
4836545,Q16208480
4840029,Q20713698
4841094,Q6061942
4843096,Q41362668
4844227,Q16187073
4846732,Q1002180
4847291,Q10473301
4850484,Q6810690
4856588,Q5092746
4858418,Q29349944
4864713,Q17388718
4871752,Q47158018
4877943,Q50413875
4892731,Q58008642
4897755,Q18813336
4899329,Q54102270
4904626,Q8018772
4906151,Q27531988
4922530,Q29033509
4926219,Q55584555
4926311,Q4965128
4928493,Q35160344
4930156,Q45497610
4930468,Q12964244
4942387,Q1688230
4942705,Q45421007
4943097,Q24963334
4953572,Q27899007
4957931,Q8003024
4966281,Q17486457
4972430,Q47529985
4972871,Q5107654
4986361,Q4758657
4996998,Q16051714
4997092,Q24689078
5000099,Q55694335
5000788,Q16105264
5019718,Q24701018
5023118,Q17277572
5027454,Q6763144
5037701,Q30333103
5038836,Q16199462
5044944,Q2641884
5050133,Q7282069
5062847,Q3763210
5076366,Q44738108
5090283,Q7035216
5096329,Q20572244
5096838,Q50359091
5098382,Q3538578
5098579,Q45418800
5106682,Q19630723
5119426,Q23682376
5127437,Q56948904
5138457,Q45360570
5149108,Q20745308
5153405,Q25346182
5158444,Q5107970
5162894,Q37382978
5165935,Q5409737
5174624,Q12403930
5176966,Q3698933
5177456,Q24884140
5179781,Q21516102
5181116,Q17148528
5181146,Q45601575
5183652,Q55949422
5199988,Q57906385
5202442,Q37661683
5204556,Q55965567
5206725,Q5882072
5211855,Q25923184
5212065,Q26263316
5220642,Q12962149
5221615,Q20752237
5225216,Q21548701
5225308,Q52418753
5236193,Q17194287
5237855,Q56809044
5250023,Q16550948
5264722,Q22320790
5265211,Q55632338
5272533,Q45416760
5277964,Q4799405
5292568,Q2978375
5303932,Q7908532
5305756,Q5296651
5307741,Q47011847
5314281,Q57907084
5315093,Q7436450
5316503,Q17022371
5320020,Q7176834
5326910,Q45631743
5331257,Q59484398
5346776,Q58577686
5351375,Q55956024
5355597,Q24053448
5358971,Q1101065
5359414,Q29387013
5362957,Q30070397
5363657,Q18818270
5380644,Q7331871
5384944,Q8726837
5395918,Q45540122
5396129,Q27662941
5396298,Q27528494
5425641,Q39700559
5426360,Q58812929
5428733,Q57017033
5438524,Q50801181
5440505,Q57242022
5443973,Q30595252
5447461,Q58996126
5451533,Q10348946
5456410,Q17137145
5457029,Q42623654
5462339,Q30323431
5462614,Q56599970
5473655,Q12965353
5475596,Q16221574
5475821,Q16734770
5481678,Q58282565
5485605,Q28024883
5485909,Q28835091
5487771,Q6228031
5488769,Q29453000
5489806,Q52905074
5497791,Q45196284
5517813,Q20643071
5519549,Q16935151
5523773,Q22279237
5537522,Q28709448
5544970,Q3017167
5578343,Q44424830
5578633,Q7822195
5583037,Q27517317
5586686,Q7615336
5600158,Q12301948
5600870,Q47501245
5617344,Q10374205
5625789,Q16573208
5630398,Q22813202
5640409,Q27662629
5647047,Q58796286
5649045,Q42683511
5653524,Q20779741
5656430,Q45420785
5664282,Q16567140
5667271,Q21176516
5668228,Q6447021
5670332,Q45417513
5682653,Q45424391
5683300,Q7846888
5688236,Q19850534
5692936,Q5750368
5704504,Q58494643
5710092,Q45371914
5712603,Q29452125
5716026,Q54901643
5717894,Q6290780
