,qids
118104,Q7171982
118412,Q6302529
118845,Q3158783
119041,Q7296653
119773,Q12965150
119998,Q24324289
120015,Q22323487
120758,Q59223345
121149,Q5361092
121274,Q12970032
121506,Q15999786
121657,Q6490269
122272,Q12972000
122763,Q3183347
123195,Q17580050
123442,Q19560270
124562,Q5596375
124718,Q25095549
124967,Q22278927
124970,Q58099767
125580,Q4760518
125832,Q27534472
126700,Q46118280
126788,Q12968989
127554,Q55364183
128006,Q27662378
128712,Q57320837
128748,Q29931061
129781,Q54807020
129914,Q30689007
130049,Q59306402
130061,Q43580232
130885,Q6828525
131133,Q16217276
131795,Q6289782
131975,Q24851488
132388,Q26868920
133217,Q16208707
133313,Q15994227
133338,Q23418973
133836,Q33093747
135422,Q46996231
135613,Q23888407
135897,Q41689879
136574,Q30069786
136645,Q17371003
136676,Q17385907
137939,Q27972624
138193,Q57293607
139264,Q42888630
139559,Q2964678
139989,Q34942328
140282,Q19844522
140363,Q10307876
140495,Q25040760
141235,Q16195573
141286,Q22019205
141384,Q3242389
142157,Q7326084
142947,Q16187355
142987,Q39053608
143961,Q52147497
144019,Q54358063
144047,Q42700455
144565,Q21592511
145603,Q16237028
145712,Q7823754
145958,Q22906646
147571,Q52909931
148852,Q41805383
149363,Q28325331
149429,Q10368390
150228,Q55081083
150236,Q6248032
151659,Q21002892
152778,Q54821005
153384,Q52556444
153980,Q5101491
154085,Q16336240
154806,Q7279195
155902,Q26236898
157116,Q16875125
157892,Q12054695
158375,Q26924851
158688,Q49739815
159671,Q56275125
160054,Q15983391
160248,Q58009819
160417,Q8002966
160503,Q55584358
160505,Q4661670
160927,Q16567113
163154,Q52115375
163361,Q21662827
163674,Q6211008
164027,Q16213260
164278,Q54790546
165042,Q16095676
165865,Q7150008
166474,Q56086982
166516,Q20675903
166869,Q21153495
167343,Q24238982
167564,Q47034642
167741,Q30122132
167785,Q48472620
167808,Q58810684
168178,Q19518118
168903,Q20006695
169351,Q13110184
170199,Q3487190
171375,Q52146463
171505,Q7614339
172456,Q19845144
173287,Q30122027
174180,Q53870710
174322,Q39073249
174334,Q1174426
174656,Q38324843
174885,Q47396163
176801,Q13551334
177725,Q12970030
177839,Q6829681
178178,Q45540122
178309,Q55356868
178372,Q5534087
178598,Q7292054
179450,Q5247954
179647,Q7152054
180177,Q16398403
180499,Q4711097
180518,Q16936998
180971,Q29613460
181475,Q27734521
182025,Q6795936
182185,Q19043342
183485,Q27964842
183558,Q7609469
183935,Q21285191
184382,Q16940035
184929,Q6103080
184993,Q7026000
185069,Q15433961
185539,Q3035261
186193,Q33027053
186759,Q22958605
186889,Q18670599
187225,Q53870545
187995,Q50934852
188051,Q5083042
188766,Q40283666
192971,Q20714751
193421,Q23871104
194611,Q18354231
195243,Q7143671
195439,Q23896812
195791,Q20984440
195823,Q17370979
196350,Q6363273
196398,Q16105264
196947,Q56290261
197028,Q16198371
197268,Q55767458
198078,Q18619565
199305,Q57197996
199497,Q40702890
201714,Q12969763
201727,Q30122120
201996,Q5213066
202912,Q27914157
203231,Q4864437
204195,Q16843382
204237,Q7807160
204388,Q16240321
205547,Q45045353
206035,Q55940256
207869,Q5229533
208718,Q52346665
208752,Q25184456
208758,Q45710050
210622,Q28839888
210650,Q56052063
210708,Q7859944
210733,Q20684641
211058,Q16214534
211169,Q27671586
211672,Q30323483
211972,Q16095657
212771,Q16150693
212974,Q19663022
214932,Q11324613
216047,Q23541068
216224,Q48563107
216836,Q47347369
217066,Q6178895
217460,Q48272574
217800,Q43381149
217923,Q51253140
218137,Q43229191
219668,Q19596717
220029,Q19043392
220397,Q28322244
220413,Q50810164
220942,Q45355625
221104,Q16205709
221280,Q30612335
221437,Q42561352
222218,Q6846495
222662,Q10326584
223431,Q27909572
223690,Q5079325
223966,Q58478051
223972,Q239521
224741,Q16208230
224893,Q12967634
225138,Q3591223
225740,Q16116207
226613,Q4861352
227145,Q17023414
229134,Q21091264
229377,Q28924982
229496,Q55624257
231649,Q49117525
232173,Q49476261
232368,Q21064607
232447,Q20676299
232519,Q52918056
232672,Q20687638
233040,Q16210524
233880,Q50300578
234426,Q16209551
235080,Q7615796
235209,Q11855782
235270,Q12962855
235749,Q5181247
236027,Q5939014
236448,Q25171701
237249,Q57223415
237382,Q21005776
238028,Q26703561
238614,Q18218090
238906,Q6701886
240346,Q6789554
240857,Q12968072
241102,Q26436216
241494,Q21170436
242598,Q24048971
242905,Q55852199
244436,Q37992957
244694,Q22956844
244803,Q19564475
246635,Q6660305
246732,Q41796379
247312,Q59268399
247400,Q17319046
247613,Q21461717
248303,Q22006433
248475,Q21004839
250132,Q18249336
250437,Q16849674
250715,Q20606852
251833,Q19866960
253471,Q6380657
254465,Q5488471
254915,Q4726233
257052,Q16150544
257624,Q22004129
260282,Q55086755
260731,Q12969793
260887,Q54849732
261317,Q16927909
262156,Q24661915
263823,Q47492922
264225,Q21545323
264698,Q5996401
265253,Q58812929
265403,Q42394909
268280,Q30592773
269185,Q21693675
270259,Q22097227
270605,Q3342505
271335,Q19577556
271430,Q27663321
271432,Q27530906
271991,Q47501248
272109,Q55361194
273279,Q56690552
273646,Q39059787
275182,Q20677106
276540,Q39070330
277185,Q16201467
277200,Q20588050
277448,Q16225659
278017,Q16729980
279984,Q47491479
280293,Q17370889
280416,Q17370976
280492,Q892815
280609,Q19362159
281026,Q56417773
281503,Q27942067
281506,Q17489728
281727,Q28501938
281956,Q4977730
282024,Q21546692
283259,Q7488264
285740,Q4820813
285889,Q54860720
286175,Q52627474
286178,Q52147431
286216,Q6813463
286851,Q4980064
287039,Q17040437
287378,Q19864332
287521,Q7340241
289576,Q57242854
289910,Q42061153
290091,Q6196339
290744,Q20090993
290940,Q5531247
291025,Q28726781
291170,Q59356469
291245,Q10346288
291284,Q22097149
292239,Q56224175
292339,Q21064482
292709,Q21544218
292967,Q55432918
293416,Q38132139
293460,Q57076761
293729,Q7495387
294412,Q27067641
294563,Q58215428
297237,Q45478303
297892,Q52833715
298474,Q16567217
299073,Q26899259
299171,Q21066570
299494,Q54624101
299843,Q58303042
299854,Q7348174
300408,Q28401849
301144,Q7323753
301312,Q4679856
302426,Q7804260
303955,Q21964322
306832,Q17371213
307724,Q45625375
308026,Q20631310
311165,Q38459984
311723,Q29642741
312750,Q6764985
313102,Q6167227
313772,Q18009215
314486,Q5243265
315387,Q7704216
315977,Q6769289
317387,Q33100715
317649,Q39089689
318661,Q16229120
318888,Q6209811
319191,Q58494497
320135,Q6303423
320787,Q16909217
321429,Q21064384
321716,Q1312565
321735,Q28036622
322076,Q56249982
324077,Q6376321
325217,Q32945384
326719,Q55138220
327821,Q28062448
328118,Q16358132
328468,Q56289493
329084,Q5924788
329285,Q28530050
332334,Q5107970
333128,Q48559437
333459,Q27469730
335364,Q58411913
336060,Q27063998
336997,Q55767519
337192,Q12965239
337397,Q25190337
338378,Q27529068
338767,Q27913455
338878,Q18126336
339132,Q11164786
339265,Q449821
339479,Q19865583
340092,Q30070397
340149,Q16241283
340484,Q5531264
341093,Q24557940
341581,Q24007240
341731,Q57663296
342141,Q17510176
342375,Q21064512
342549,Q17224875
342564,Q56289910
345007,Q23541301
345228,Q7172007
345471,Q55081453
345967,Q48946051
346154,Q17371079
346592,Q17091724
347034,Q19664344
347065,Q26705118
348355,Q6242965
349176,Q19664693
351110,Q5817728
351190,Q20810533
351642,Q6173568
351700,Q29833715
351931,Q23417115
352153,Q18628509
352159,Q4821265
353414,Q52617623
353735,Q20630891
355176,Q7088139
356979,Q19878527
357959,Q6396439
360613,Q25189191
360793,Q21070454
361206,Q55281885
361945,Q21997842
362187,Q47016793
367202,Q24765540
369435,Q18057235
370120,Q22957683
370335,Q25999423
370370,Q4773376
370704,Q17277572
370748,Q23883048
372544,Q21061573
374052,Q56695667
374914,Q27734669
375299,Q27767470
375637,Q56273814
375835,Q28054419
375847,Q6381533
377996,Q50824661
379457,Q20793002
379668,Q33182229
380533,Q37007074
380934,Q16222092
381315,Q47541834
382128,Q12962526
383015,Q56043522
383250,Q29474634
383818,Q58040124
383852,Q17403516
384923,Q17306156
387315,Q29452421
388099,Q6166435
388138,Q55459081
388713,Q1031604
388740,Q55081485
389003,Q59094068
389033,Q21642171
389200,Q5248383
389433,Q6767652
389962,Q56222351
390269,Q59306161
390422,Q13534583
391404,Q23772127
391499,Q18684708
391841,Q26253811
392718,Q18921970
393383,Q20685068
393625,Q12969409
393816,Q28450982
394343,Q26251808
394444,Q6272643
394822,Q6232542
394848,Q23068990
398343,Q7027758
398750,Q4725271
399087,Q20793539
399425,Q16732082
399902,Q827920
400578,Q21177874
400631,Q59210473
401341,Q21606977
402410,Q58836931
402457,Q4716659
402496,Q16728246
403920,Q55767549
404395,Q20739427
404993,Q17371243
405375,Q5693900
406150,Q16974376
406543,Q58114732
406718,Q28203616
407028,Q23071064
408195,Q45487239
408344,Q30068125
408472,Q45371902
409782,Q17070055
411018,Q21642773
411064,Q6397005
412251,Q23542615
415059,Q28709448
415370,Q55739845
415879,Q55214383
416305,Q12961604
417476,Q55091274
418484,Q55433610
420672,Q19661469
420785,Q20685439
421108,Q6146968
421813,Q26703626
422044,Q16731555
422115,Q43901043
423516,Q42649830
425302,Q16728843
425463,Q26923605
426090,Q20858032
426852,Q59557536
427026,Q30323583
427472,Q55760246
429180,Q16728075
429287,Q58226248
429573,Q52889224
432640,Q30598281
434283,Q16423610
437309,Q54860865
438173,Q6491013
438923,Q56811986
439264,Q41447903
439526,Q19950720
439981,Q21558021
439984,Q59197989
441642,Q33133560
441843,Q20676835
441927,Q59203754
442391,Q53870540
442935,Q19661183
443391,Q52890741
443696,Q6114591
444971,Q37661683
445142,Q7237391
445931,Q56923675
445932,Q7286048
446243,Q16210333
446245,Q38460915
446293,Q55375203
446405,Q56433761
447115,Q42696732
447286,Q29349926
447749,Q55080936
448646,Q12970153
450635,Q17371172
453489,Q5334909
453978,Q24006570
454615,Q16567140
456996,Q57549388
458593,Q1688230
459501,Q56423670
460127,Q7615936
460577,Q38320623
461481,Q13183461
461482,Q12970418
462470,Q58545105
463396,Q19423986
464210,Q4953895
464594,Q55081225
466218,Q56063685
467770,Q16206592
467836,Q38668660
468960,Q48688220
469441,Q24963343
470544,Q23892717
470633,Q58149938
471887,Q20740862
472980,Q52151652
473335,Q24874011
473890,Q7029134
474164,Q27529029
474764,Q6061942
475014,Q21462044
475537,Q27526132
475669,Q58640693
475679,Q53855478
475825,Q24455633
476498,Q7147811
476502,Q16250486
476805,Q7288134
477877,Q28599798
478091,Q55612542
478944,Q47308167
479170,Q12962849
480108,Q6539782
480214,Q50385420
480219,Q19667623
480756,Q56283938
481097,Q43125373
481891,Q56559138
482008,Q5823270
483055,Q50828113
483962,Q56846125
484116,Q30084306
485402,Q42666582
487058,Q43901123
487621,Q52637251
487791,Q7436369
489810,Q59356470
490071,Q18685655
490309,Q24702862
491122,Q58468139
491332,Q16200434
491485,Q55641682
491878,Q47512076
492116,Q20090416
492159,Q5904623
492399,Q17279975
492778,Q16251870
493581,Q19948338
494553,Q24053448
497184,Q24053776
497451,Q5092761
498124,Q41430348
498359,Q56614292
498876,Q26982558
499739,Q42665826
500316,Q26972525
500364,Q51631398
504190,Q8018772
505402,Q29050640
505504,Q30223635
507058,Q17104505
507269,Q28076340
507818,Q47087206
507831,Q52899087
507993,Q18638035
508197,Q56043293
508561,Q4685159
509602,Q57314275
510202,Q28823463
510721,Q59554095
511056,Q19428876
511271,Q41675013
511408,Q56809121
513109,Q42336712
513969,Q18358388
514085,Q12969880
514984,Q42500822
515019,Q1309572
515117,Q16241262
515339,Q27831106
515778,Q16229394
516013,Q52833729
516342,Q27662322
516659,Q47117813
517100,Q19666591
517639,Q6212180
518693,Q20676351
521705,Q58008068
522271,Q16147857
522353,Q30608357
523330,Q18704935
524487,Q4864816
525304,Q57585645
525981,Q5716746
526306,Q52714447
528294,Q50345446
529363,Q7301879
529579,Q30348899
529783,Q56460508
530069,Q10308236
530876,Q47812734
531077,Q39664164
531421,Q22278126
531853,Q22349779
532058,Q25345794
532949,Q5539647
533658,Q22957266
533755,Q7296638
534283,Q5972248
536918,Q50393006
537110,Q24287142
538791,Q22108246
538998,Q3376478
540213,Q47493013
540493,Q59268551
540627,Q5213149
541208,Q27971110
541866,Q28222622
541950,Q18389593
542078,Q56877127
543492,Q21932140
544014,Q47026560
544027,Q16731923
544642,Q4961408
545299,Q24005082
546108,Q21005257
548249,Q53105924
548791,Q12967796
549448,Q59209387
550386,Q24006921
551001,Q21033239
551190,Q7154977
551366,Q7185819
551541,Q7491472
552636,Q12967150
552901,Q57078329
553649,Q24890946
554066,Q23059450
556713,Q28167086
557180,Q58426303
557325,Q45419211
559701,Q55138766
559838,Q55616329
560869,Q49655514
561115,Q5006974
561343,Q22774568
561948,Q24962813
562301,Q6388068
562497,Q4932932
562673,Q50772475
563306,Q17385579
564973,Q22096303
565362,Q12161929
567253,Q25419368
567862,Q7668837
569147,Q24851556
569787,Q6451385
570408,Q3195682
571806,Q16194492
572005,Q7608401
573387,Q2658232
573791,Q5246316
575050,Q21152614
576837,Q18544804
576991,Q5292434
578125,Q18625186
580019,Q27532748
581398,Q45355323
582104,Q43901061
582125,Q43933026
582365,Q27916458
582897,Q22110845
584278,Q54552799
584374,Q5108321
584482,Q47120281
584814,Q6881444
585299,Q7499416
585812,Q55956176
588381,Q18637391
589129,Q58198387
589986,Q56633621
590214,Q31093687
591697,Q36567788
592339,Q19519972
594419,Q57609153
594637,Q52009801
596476,Q19666593
596607,Q11332308
597471,Q39055213
597944,Q4805615
598481,Q16223419
600221,Q28940879
600532,Q10296276
600869,Q17511779
601322,Q6950238
601699,Q23542560
603076,Q54861669
604759,Q7173740
606863,Q55529524
608162,Q12683060
608572,Q18344375
609110,Q23808656
609424,Q5694045
610572,Q20684301
613419,Q58824452
614883,Q22082702
614999,Q6501698
618468,Q25999590
618548,Q28464246
618893,Q24548952
619062,Q59387166
621525,Q30123025
623225,Q55183342
624117,Q47437185
625395,Q59306047
625514,Q16730287
626156,Q42665861
627882,Q39919463
630512,Q50738906
631307,Q20744183
632576,Q52905088
632663,Q6384697
633171,Q57307186
638331,Q28013980
639287,Q55949293
640968,Q52084407
644565,Q16886468
645372,Q16194762
645757,Q8040172
646202,Q27058327
647079,Q7283583
649738,Q6525778
649852,Q33444641
649975,Q26775251
650169,Q24702635
651508,Q30511679
651773,Q29453245
651918,Q6409112
652469,Q50982241
653135,Q50884813
656576,Q47108892
656928,Q45456090
658120,Q2833941
659096,Q24254417
659128,Q21170898
660486,Q45417513
662161,Q27975654
662219,Q50977981
663006,Q59327745
663396,Q57882799
664022,Q12968071
664590,Q56493405
664793,Q56249812
666109,Q19596770
667119,Q57292249
667709,Q17371205
667844,Q34345449
667927,Q27531829
671313,Q19864283
672024,Q55194384
673379,Q5585047
673548,Q50345513
674804,Q30788081
675447,Q58096624
675560,Q20740721
677978,Q5181180
678635,Q19600674
678817,Q57557552
679159,Q33035228
680180,Q48877783
680823,Q28924906
683657,Q51754948
684922,Q7045442
685298,Q51048252
685857,Q21622855
687099,Q6662831
688694,Q56779481
689060,Q5920648
693966,Q56223532
694597,Q50228731
694614,Q59180282
695616,Q16192800
697159,Q35160344
697264,Q29438141
697534,Q15723612
699271,Q16662097
701349,Q21067094
701467,Q22279086
702150,Q17712343
706015,Q29468821
707862,Q4805153
709902,Q56062119
710620,Q23884323
713009,Q6548160
713376,Q21264481
714533,Q7933825
714559,Q5107856
715152,Q18637446
715234,Q6370006
715376,Q48839438
715710,Q56702359
720446,Q10313971
722202,Q5266025
724224,Q7846888
724280,Q58795889
724994,Q17371282
726800,Q20707150
727220,Q41187178
727445,Q55080916
727539,Q6136602
727581,Q45371914
729316,Q25575333
729679,Q5751274
730306,Q6767840
730417,Q7791324
730567,Q5362686
730730,Q30888099
732051,Q6830804
733459,Q27063035
734296,Q16940637
734998,Q7823466
736225,Q27037834
737234,Q58973911
737364,Q5301688
738952,Q17386208
739915,Q28946232
740259,Q25209260
740553,Q41078485
741939,Q43302461
742031,Q12094356
742612,Q16211370
745691,Q4960890
746014,Q36988584
746403,Q55310187
747346,Q19661658
749562,Q47090897
750140,Q7626592
750657,Q56682094
751199,Q2965546
753045,Q16297445
753148,Q16239343
754624,Q21170478
754892,Q52160385
755138,Q45356726
755826,Q21452852
757968,Q3852269
759630,Q4805578
760296,Q55767515
764706,Q29479504
767085,Q18097364
768712,Q19668590
770627,Q47119505
771979,Q36053984
772014,Q20746595
773157,Q26845372
773372,Q6757097
773607,Q24678770
774602,Q5272617
775210,Q47096310
777456,Q42633488
780884,Q26897250
781078,Q20640933
781630,Q56330834
783612,Q6397022
784131,Q16745186
784601,Q19664275
785248,Q6530640
785648,Q31213331
786211,Q19606490
787313,Q7704849
788047,Q8003024
788555,Q55965691
788975,Q5300724
789545,Q56651163
790320,Q4896379
790786,Q47122923
794165,Q21620867
795060,Q21062358
795122,Q7031749
795681,Q58495676
795766,Q19670554
801199,Q45373938
804379,Q10555024
805105,Q55624000
806468,Q12963560
806720,Q24034409
806810,Q16846700
807391,Q18686360
807856,Q56875870
808080,Q25459517
808390,Q16255328
809759,Q5429499
811873,Q52556201
812859,Q27087868
813541,Q4945276
816574,Q3023755
817493,Q50750897
817816,Q29907561
817931,Q7409451
821197,Q28137120
821604,Q27087833
825307,Q4911279
827113,Q30122115
828737,Q25189132
829157,Q56283982
829551,Q55081402
830041,Q34980946
831109,Q16156152
831121,Q58339516
831257,Q7151185
832625,Q46516206
833521,Q5006857
835151,Q47714018
835195,Q7121589
835399,Q4662566
835863,Q58098476
836602,Q59484421
836733,Q17370956
836944,Q41592226
837377,Q16733981
838776,Q20714661
839004,Q44870740
839329,Q21552147
840660,Q56486443
840827,Q19630677
843623,Q56289636
843934,Q16193166
843998,Q4885372
845095,Q42336733
846322,Q30511029
847571,Q55236236
848379,Q43871124
850729,Q19660902
851129,Q27527013
852858,Q5304354
852973,Q58468072
853244,Q3181966
853807,Q20090237
854281,Q57179667
856746,Q47360577
858864,Q17090194
863500,Q47030051
864562,Q5225174
865670,Q26251053
866616,Q1173143
866676,Q57767728
866856,Q54559716
867986,Q3701357
867992,Q19629265
868799,Q2840984
869034,Q10319412
870495,Q5229788
871209,Q16732013
871542,Q58235310
872713,Q50574463
873085,Q8971157
873622,Q47028392
873637,Q15722178
873781,Q46104911
873811,Q18125771
874813,Q27454100
875058,Q56733832
875390,Q47853243
875929,Q53567800
876703,Q2849590
877575,Q57585451
877855,Q6289305
878023,Q7369601
879927,Q37376349
882173,Q27978920
882876,Q52818680
884167,Q6846182
884718,Q24833576
885233,Q12303946
887761,Q23884114
889658,Q6776750
893824,Q14948708
895344,Q43177848
897549,Q16143479
898096,Q47212143
898264,Q28167122
899890,Q37993388
900166,Q30122636
901266,Q58812951
901711,Q17037405
902787,Q16212485
903289,Q39784171
904026,Q54860899
904312,Q58008502
907489,Q16303046
908644,Q5115432
910962,Q5388805
911134,Q28113025
911691,Q16194329
911715,Q22349430
913903,Q7147255
915809,Q17192660
916079,Q42709759
916134,Q3084665
916556,Q6050543
919050,Q54901643
919448,Q21064604
920369,Q24525359
920766,Q17370947
924208,Q1731034
924883,Q5077615
926570,Q16547462
927806,Q24521759
928703,Q30640552
932411,Q27736802
932513,Q55596602
933796,Q28054929
934142,Q6847808
934281,Q27908199
935277,Q16969199
936547,Q24039847
936727,Q56801356
937073,Q16258347
938664,Q23800117
939369,Q12968098
939519,Q6384627
939998,Q16832046
940100,Q21067215
941293,Q6557791
941531,Q59189927
941565,Q20712650
942632,Q42912517
942829,Q26236971
943506,Q3018785
943727,Q56702172
943960,Q6660323
944045,Q45422764
944259,Q19948002
945156,Q21621868
945367,Q22813202
945648,Q45425726
946060,Q56543898
946086,Q3643493
947907,Q30414875
948967,Q21038113
949060,Q18631763
950455,Q28086246
951921,Q56558211
953017,Q16216620
953111,Q19571967
953917,Q17371153
953942,Q47164711
956720,Q16215110
960152,Q4822960
960153,Q48410817
960523,Q17371274
969649,Q6397235
971995,Q56876961
973673,Q31213348
975805,Q53870516
977338,Q21004790
977750,Q26923608
979256,Q55282090
979441,Q51858001
979765,Q57515807
981230,Q56877129
981724,Q20684334
982430,Q6196457
983210,Q6292298
984159,Q18394775
986368,Q6968601
987561,Q17373135
988684,Q27915135
988916,Q56555162
990690,Q18544806
991315,Q27063727
992278,Q22956858
992690,Q6847195
994066,Q57082123
994960,Q16586627
995434,Q4716662
996588,Q16185597
998375,Q18016141
998958,Q4768897
1002852,Q30595252
1004629,Q12389994
1004752,Q27527168
1005222,Q17151993
1007667,Q17090401
1009125,Q4965128
1009929,Q41511859
1011136,Q56036804
1011884,Q3176698
1014215,Q4662267
1018276,Q5558112
1018675,Q16201997
1020238,Q55962188
1021098,Q20985705
1021897,Q5564240
1024150,Q21607118
1024742,Q53869510
1025073,Q4683067
1026162,Q11463183
1029414,Q58494733
1033019,Q57242067
1034672,Q12962398
1035297,Q16195469
1036005,Q6812894
1036485,Q27063514
1037315,Q55238236
1037603,Q10346351
1037618,Q5229379
1038125,Q51590273
1038719,Q4957131
1040903,Q19595475
1043275,Q55196717
1043449,Q48876936
1043824,Q50082869
1046740,Q22096182
1047183,Q17712333
1048603,Q47544187
1049238,Q12262690
1055400,Q4731693
1057955,Q40750795
1059656,Q58147902
1060414,Q10506469
1061947,Q23892581
1064041,Q16206393
1064122,Q6261266
1065473,Q22956952
1066031,Q55758004
1066231,Q6873425
1066463,Q37930592
1067082,Q24004982
1067400,Q5536799
1067577,Q52270172
1067743,Q22908472
1070002,Q39069588
1070818,Q6777570
1071245,Q5110821
1071819,Q29447463
1072535,Q16224804
1072701,Q18223105
1074626,Q47141325
1075888,Q7407272
1077161,Q30501833
1079377,Q16204153
1080746,Q23664255
1080794,Q5097027
1081544,Q22113730
1084581,Q50843991
1085362,Q6846041
1085895,Q41451736
1087288,Q25999535
1088521,Q6848794
1090933,Q33977579
1092394,Q6162938
1093125,Q45419168
1095765,Q44738108
1097147,Q12961592
1098700,Q58040343
1099393,Q52004909
1100787,Q16193412
1103257,Q5971685
1104225,Q38640471
