,qids
36602,Q22003377
36836,Q50776870
37161,Q51101152
37202,Q1688230
37524,Q16186320
38391,Q23071064
38759,Q6397005
39449,Q16735257
39905,Q16089683
40189,Q4901037
40394,Q16240137
40452,Q27057563
40762,Q56809231
40889,Q6660305
41219,Q36638510
41328,Q19666593
41367,Q54086317
41563,Q19596717
41698,Q16205709
41776,Q27663321
42381,Q57179667
42468,Q50801181
42541,Q3242389
42799,Q16209558
43122,Q24702862
43798,Q6757115
43895,Q21693675
44600,Q18625186
45118,Q17194967
45610,Q45045353
45698,Q10307876
45783,Q50319009
46080,Q16203149
47240,Q3811599
47430,Q16843382
48141,Q50345460
48454,Q22944815
48870,Q43384585
49161,Q56556795
49938,Q27734521
51014,Q6789554
51464,Q47469449
51475,Q3618520
51833,Q27736802
52218,Q12963757
52281,Q47492922
52441,Q19661993
52479,Q6209811
52497,Q28709448
52631,Q21002892
52668,Q8003018
53236,Q14948722
53531,Q32945384
53568,Q25189191
53980,Q47360577
54198,Q42336733
54278,Q16240321
54596,Q6253630
54812,Q23664255
55517,Q30888099
55625,Q55361194
55975,Q16214534
56563,Q19872309
56649,Q23896812
56825,Q52890741
57508,Q44870740
57525,Q16733300
57672,Q47708093
57714,Q22107348
57859,Q17627805
58270,Q56254511
58515,Q16732621
59881,Q42697784
60123,Q45787160
61013,Q27663036
61149,Q58810684
61738,Q17371033
62275,Q42561352
62305,Q8991932
62711,Q7283583
62745,Q32308257
63368,Q10329450
63759,Q27929676
63804,Q20589154
63905,Q16398403
64359,Q58235310
64758,Q35160344
65114,Q12499365
65632,Q16567204
67034,Q55138766
67111,Q16242980
67613,Q28007302
68154,Q18249336
68648,Q17371243
68775,Q12967168
68808,Q6742273
69195,Q12683060
69462,Q5819966
69909,Q12961607
70438,Q34028884
70773,Q17388718
70930,Q54560028
71165,Q16212485
71691,Q20685068
71727,Q17279975
72073,Q52918056
72667,Q5108246
72697,Q19043342
73100,Q7789021
73572,Q43381149
74597,Q17194287
75097,Q7143671
75242,Q25189866
75763,Q16229394
76641,Q21063870
77665,Q239521
77855,Q59162356
77958,Q22279086
78150,Q21016477
78423,Q15983149
78668,Q2849590
78967,Q16864161
79036,Q19878527
79079,Q6769289
79580,Q38320623
79956,Q55633973
80455,Q19873549
80800,Q5107273
80938,Q50228731
80980,Q6118017
81035,Q1690425
81082,Q4766532
81641,Q16200434
82455,Q28203616
82601,Q23884114
83453,Q30122027
83513,Q5524795
84145,Q28162765
84265,Q2940701
84284,Q20650975
84919,Q59210473
85123,Q34345449
85477,Q15436644
85537,Q11978971
86471,Q23883048
86613,Q4773376
86728,Q41802831
87200,Q5924788
88788,Q16875125
90208,Q6768649
90218,Q16728136
90443,Q58468139
90449,Q598810
91253,Q19630677
91287,Q27734198
91355,Q54559716
91474,Q21005257
91928,Q28869658
91970,Q59510266
92490,Q47546472
92774,Q25112171
93320,Q12962702
93324,Q16982026
94724,Q25171701
94841,Q52714447
94944,Q56289738
95023,Q57413167
95449,Q6832570
96857,Q12970032
97828,Q19325076
98149,Q12970913
99507,Q9204638
99722,Q55432918
99882,Q18098741
100909,Q37993323
101135,Q23660789
101615,Q59306402
101873,Q1394656
102391,Q59168084
102663,Q6285216
103137,Q6810910
103796,Q45376055
104158,Q12968098
104746,Q17370956
105683,Q58009979
105701,Q16730683
106791,Q4805615
107361,Q55709001
108478,Q18637391
108959,Q47028392
109137,Q16198371
109242,Q52889224
109628,Q19560572
109926,Q7648432
110386,Q6788287
110670,Q22906646
110894,Q5716746
111744,Q18921494
111973,Q18685633
112052,Q22773650
112510,Q48868878
112871,Q16935116
113329,Q8003871
113443,Q57955108
113699,Q59286537
114241,Q26857801
114583,Q12970030
115299,Q30501833
115761,Q50365960
115784,Q41675200
116254,Q26251808
116470,Q53870516
116640,Q16730191
116732,Q7823466
117654,Q6376914
117716,Q24455633
118000,Q16203907
118225,Q56290261
118900,Q50392722
119741,Q40854231
119836,Q50624550
120006,Q17410640
120230,Q58754211
120264,Q8971157
120588,Q20746595
120743,Q33044317
121140,Q17371087
121141,Q46996231
121229,Q23023489
121445,Q30122132
121736,Q22279053
121888,Q5276792
122133,Q21497996
122810,Q23894753
122867,Q19663990
123708,Q27915135
125646,Q40742089
125996,Q4932932
126733,Q18344375
126834,Q12964019
127018,Q12961592
127115,Q4961408
127423,Q17620659
128102,Q29540784
128361,Q42907366
128987,Q23417048
129493,Q24005082
129718,Q5240021
131554,Q27975662
131811,Q27914157
132431,Q16147857
132464,Q7291441
132833,Q59484421
132977,Q22932291
133325,Q16214844
133357,Q3525463
133450,Q22006965
134136,Q52368905
134274,Q26211798
135889,Q51895542
136083,Q16206393
136197,Q5388805
136900,Q48876936
137608,Q3158783
137646,Q25999590
138095,Q16199769
138648,Q31706646
138697,Q19596581
138899,Q47120281
138940,Q57837325
138978,Q24162090
139321,Q449821
139583,Q26097618
139677,Q7613959
140181,Q6114545
140371,Q16211781
140387,Q55236236
140711,Q31826755
140935,Q56222351
141342,Q38640423
141615,Q18811080
142118,Q5248383
143205,Q28871541
143459,Q22323487
143809,Q20675513
144058,Q10307814
144588,Q38327932
145235,Q11935600
145267,Q17510176
145304,Q24248215
145561,Q52833715
145803,Q59209387
147111,Q14948708
147362,Q7171982
147376,Q26465423
147404,Q57320837
147656,Q20577729
149053,Q27916458
149827,Q20684464
149937,Q55767458
150504,Q29045615
152365,Q4888773
152458,Q59191873
153367,Q5248535
153734,Q50824661
153840,Q52222224
154147,Q51136319
155042,Q30323483
155160,Q16194492
155381,Q57767728
155494,Q16213260
155966,Q56868020
155974,Q22121102
155988,Q24005476
156029,Q27063739
156662,Q45469391
156690,Q30676602
156738,Q59189927
157273,Q7803833
157344,Q27662553
157889,Q58149938
157995,Q7288883
158094,Q5106811
159032,Q27975618
159644,Q39070793
159893,Q18205200
160025,Q49814108
160619,Q5240909
161892,Q39070330
162089,Q42888630
162742,Q6272643
162919,Q4662267
163146,Q56087521
163441,Q5041654
164390,Q16194790
164984,Q22095882
165037,Q45410190
165817,Q5239728
165976,Q5971685
167061,Q40702890
167704,Q16303046
167930,Q15220613
168088,Q47108892
168167,Q41805383
168874,Q55433224
168906,Q5006974
170321,Q17151993
170473,Q56461810
171929,Q28823463
172862,Q10346288
173828,Q47708512
174945,Q55286428
174978,Q55814173
175006,Q51858001
176362,Q23888407
177488,Q57420024
177519,Q6950238
177591,Q48472686
177818,Q20588050
178402,Q17612838
178673,Q6527751
179345,Q46564890
180237,Q24851488
180466,Q20559254
180523,Q7045442
180712,Q22958605
180780,Q10514926
181827,Q24005510
184319,Q36490662
184528,Q50038449
185051,Q53108716
185295,Q22279276
186159,Q55196717
186675,Q6451385
186793,Q29786672
186882,Q45302480
187323,Q21620651
187950,Q20685472
188056,Q22277497
188996,Q16028203
189196,Q45402507
189369,Q7340887
190744,Q21997646
193571,Q16150693
193804,Q8003024
194344,Q58177926
194494,Q16207727
195522,Q56558120
195998,Q55758004
196167,Q12968071
196685,Q16251870
196930,Q19665505
196943,Q25349786
197142,Q5120589
197783,Q16225659
198103,Q27526941
198495,Q3808111
199079,Q56600140
200926,Q16177258
202250,Q16998576
203850,Q7683714
204397,Q54889406
204689,Q55138220
204729,Q45060868
204947,Q20677106
206153,Q40690579
206787,Q57663296
206982,Q18619565
207119,Q17306307
207401,Q7286048
207567,Q52909931
208272,Q38640471
208318,Q17371148
208511,Q58619992
209466,Q56062961
209480,Q55080936
211585,Q28967625
212539,Q16728843
212681,Q44307090
213641,Q16241262
213666,Q5429499
213918,Q30223635
214319,Q52555363
214437,Q47087989
215309,Q39070190
215576,Q5092761
215864,Q4822960
216061,Q21546692
217750,Q45292509
217888,Q16116517
218821,Q19868878
219508,Q27832753
220312,Q28131360
220452,Q6317955
220743,Q48697877
220853,Q19663022
221643,Q18044216
221950,Q52899087
221992,Q16229120
222004,Q48472620
222309,Q47515244
222322,Q4977730
222375,Q26251528
222941,Q24572372
223109,Q45456936
223226,Q29860750
223382,Q29938835
223616,Q52151652
224678,Q16983573
224814,Q16913240
225301,Q41187865
227076,Q4910590
227730,Q28325331
228446,Q52768079
228845,Q47026736
228886,Q16226402
229483,Q52714578
229632,Q55281885
230429,Q6179500
230639,Q59223345
233212,Q12961604
233465,Q55363892
234034,Q55086755
237691,Q57911250
237930,Q16384843
238227,Q6408635
238259,Q17634947
239789,Q55347730
241224,Q18358388
241309,Q47130251
242373,Q44070793
242387,Q25345794
243659,Q7326084
243747,Q23418973
244707,Q26702683
244957,Q6174334
245511,Q33103821
246204,Q28054929
247566,Q16217276
247613,Q30069786
247733,Q20744183
248347,Q54611845
249459,Q52828656
249566,Q7416608
250640,Q19609724
251076,Q20684248
251227,Q20685159
252082,Q21642480
252847,Q17319046
254526,Q58411913
254716,Q7595931
256121,Q19668590
256230,Q50809197
256921,Q16197166
256969,Q47087992
259269,Q56813988
259641,Q56824750
260977,Q11299180
261086,Q5981438
261669,Q19577556
261850,Q59554095
263081,Q3342505
263277,Q17486457
263540,Q41675235
265185,Q18393035
269041,Q6491013
269746,Q19867525
273278,Q17385907
273594,Q17306156
273896,Q16030066
275087,Q21932209
276909,Q23772432
278099,Q44480119
278184,Q29447463
278234,Q16731923
278887,Q19267739
279018,Q3018785
279482,Q5224688
279780,Q55106295
279876,Q56486443
280087,Q30121894
280108,Q20090416
280618,Q27533984
281285,Q27908199
281454,Q18719084
282067,Q27906174
282248,Q16367268
282280,Q58333642
282527,Q6174859
285667,Q44547917
286089,Q56706012
286152,Q10316408
286309,Q3701357
286594,Q27525030
286621,Q28055436
287124,Q23008221
287249,Q4961492
287503,Q20790948
290175,Q51129927
292746,Q6228035
293447,Q7026000
293617,Q3016007
293881,Q6370006
294012,Q20810853
294130,Q5229944
294357,Q19662301
295310,Q51657959
295511,Q30323583
295849,Q6369853
296378,Q26251176
296534,Q27964984
296672,Q52346665
297314,Q5129848
297363,Q38023167
297569,Q6557791
299674,Q21153495
300061,Q43901036
300103,Q50934852
301240,Q7025161
302322,Q56417773
302720,Q26775251
303030,Q56816637
303917,Q55956059
303981,Q58994832
304237,Q16197794
304465,Q47529985
305252,Q45420836
305376,Q7150008
306903,Q18211690
307886,Q21067094
308337,Q21544218
308586,Q1680058
309000,Q46118280
309893,Q18009215
310227,Q45370339
310784,Q47122923
311954,Q7121589
312414,Q16729980
312472,Q18631763
312732,Q5225106
315123,Q23541068
315332,Q24005668
315850,Q3376478
316078,Q52540553
316221,Q16550948
316255,Q6021556
316861,Q20810533
317762,Q53870586
318131,Q22110845
318647,Q6380657
318925,Q25190337
319305,Q39664164
319547,Q29033472
320184,Q56289910
320846,Q15433961
320871,Q2981714
321011,Q7237391
321222,Q10506469
321636,Q58097991
322133,Q20677093
322847,Q19866960
323045,Q22019295
323378,Q16148197
323681,Q23542560
323932,Q23761366
324827,Q7615381
325731,Q56470555
325938,Q28940879
326024,Q22349779
327804,Q57040821
327974,Q16974376
329142,Q4756710
329757,Q23417115
330790,Q23614102
331020,Q56249982
331338,Q7823754
331623,Q6146968
333114,Q12596070
333500,Q45379479
334012,Q12968068
334567,Q56043841
335477,Q6369912
335704,Q47030051
336464,Q21004839
337100,Q22105889
338447,Q6790285
339016,Q28113025
340267,Q16547462
340815,Q39089766
341395,Q4980064
341548,Q52714239
341582,Q22110763
341842,Q28201801
342007,Q18062149
342769,Q16229648
345437,Q32541645
345853,Q15999786
346229,Q43644664
347104,Q8461797
348377,Q22320790
348878,Q50409097
349198,Q4758657
349781,Q6834402
350027,Q47016793
350652,Q24661915
352010,Q18670599
352649,Q5229788
352920,Q42367185
353489,Q45025273
353962,Q28039464
355280,Q25209260
355918,Q56616524
356539,Q18062144
358235,Q27942067
358434,Q23830592
358971,Q21965064
359788,Q56275125
360573,Q48559437
360697,Q53865463
361264,Q8012265
361845,Q50874784
363170,Q57001065
363181,Q24238982
364195,Q58040124
366161,Q7786823
366255,Q21066363
366811,Q3852269
368067,Q43177705
371388,Q22096303
371403,Q29613460
371888,Q28401849
373072,Q24743168
374059,Q4766707
374241,Q5488432
374757,Q55670441
374873,Q4772468
376475,Q16212731
376741,Q5292434
377317,Q58146423
377479,Q23664054
379405,Q21664674
379482,Q21462044
380668,Q27656831
381169,Q16567113
381440,Q37393111
383260,Q56249721
383587,Q7491472
384962,Q23418964
385412,Q56298724
386391,Q5235889
387176,Q12967634
387468,Q6257554
387508,Q827920
387634,Q29050640
388132,Q24962813
389181,Q55760246
389758,Q56043522
390033,Q56877127
390135,Q4670288
391341,Q57080943
393025,Q4683067
393175,Q16195573
396063,Q5444180
396427,Q47494606
396457,Q6847195
396777,Q6724244
397233,Q58494522
401047,Q27733775
402074,Q29474634
402176,Q21662985
402375,Q16297445
404645,Q47812734
404774,Q7615336
405100,Q26263316
407058,Q55609821
407531,Q6173568
407645,Q47006333
407821,Q22956835
407905,Q26714430
408599,Q5186365
409600,Q16148409
409862,Q6846495
410045,Q56289636
411339,Q57818805
411981,Q29642741
412211,Q4661670
412855,Q12964214
413030,Q36053984
414128,Q47114873
415288,Q41563649
415332,Q6397022
415509,Q12965150
415908,Q21177874
416910,Q20740721
419295,Q33100715
419333,Q58121202
419373,Q55847771
420023,Q55584358
420149,Q16241735
420580,Q58494497
423623,Q16567033
423749,Q4886037
423845,Q42211754
424348,Q26923835
424973,Q20793002
425809,Q42603655
427962,Q4980118
428866,Q21066310
432172,Q26897250
432558,Q21642968
432913,Q48471382
432945,Q23068990
433696,Q1309572
433971,Q23091664
435526,Q6114591
436559,Q21452852
436717,Q2010
439697,Q16208230
440920,Q22006433
441082,Q19600674
441301,Q21005165
444250,Q57584414
444521,Q57692276
444888,Q16241283
446219,Q39060599
446682,Q20793559
447588,Q16732082
448371,Q15723612
449018,Q16728075
449257,Q30688531
451397,Q20090131
452659,Q54807020
452674,Q7403300
452990,Q16237028
455675,Q16940035
457549,Q2978375
457849,Q7436600
458327,Q48700362
460276,Q47453015
463875,Q499492
464356,Q56882650
464677,Q26702549
465066,Q39079217
466248,Q56650313
467200,Q56224382
467750,Q5083042
468249,Q15485047
468611,Q5524224
469432,Q22959211
469471,Q4663758
470347,Q21592126
470856,Q12331620
471026,Q5225174
471341,Q6838307
471480,Q10368390
471799,Q28062448
471954,Q56733832
473439,Q18811693
473493,Q18390632
474692,Q6186719
475382,Q5229533
475607,Q59491616
477355,Q21175239
479070,Q19606490
481276,Q50828113
481375,Q19845144
481906,Q57078329
482362,Q6387632
482541,Q22280613
483720,Q26436216
485352,Q18385836
485717,Q30608357
486790,Q16665418
487948,Q19948002
488754,Q53870710
488814,Q19844522
491391,Q26923605
491560,Q52835519
492298,Q19757498
492734,Q7524427
492780,Q24034409
493565,Q51840767
494505,Q37369995
494947,Q28131649
495088,Q59306085
496060,Q18921934
497589,Q29452421
498779,Q18217961
498784,Q43111390
499304,Q6776451
499711,Q6115578
500281,Q54358108
501631,Q7147255
502653,Q27972624
502678,Q4828459
502807,Q4912959
504103,Q11076027
504593,Q15059457
504663,Q5675194
506262,Q7631250
506513,Q4766184
507175,Q58008839
508672,Q41137237
508814,Q29274694
510558,Q59434230
510674,Q21091264
510842,Q7917010
512294,Q24874011
513163,Q58198387
516273,Q5214278
519196,Q19956158
520291,Q56249798
520407,Q22662263
520905,Q12968989
522447,Q28402755
522605,Q47011847
522724,Q6233693
523917,Q7615369
525514,Q55196726
526855,Q7286352
528761,Q17917701
528913,Q17026795
529566,Q7418422
530613,Q50807968
531083,Q16241602
531108,Q13560420
532520,Q18637446
533281,Q57417871
533677,Q11329958
533800,Q54873592
534890,Q52238559
535136,Q24053454
535257,Q59268354
536302,Q54860899
536925,Q6835516
538512,Q27662430
539250,Q52115221
539519,Q6900192
543245,Q47113508
545921,Q30640552
546084,Q52774139
546881,Q16214978
548375,Q5515750
548811,Q20090993
549318,Q4935759
549330,Q25414552
549493,Q7495387
550776,Q5939014
551862,Q57585645
552225,Q4453650
554441,Q5638512
555034,Q6285487
555747,Q55183342
556128,Q18823043
556288,Q43133847
556555,Q4899445
556560,Q2924585
556701,Q57907084
556899,Q23783511
558236,Q21558021
559150,Q3023755
559809,Q12969880
560362,Q21266581
563799,Q29931061
565855,Q17313479
566467,Q28167086
566644,Q59605445
567889,Q7185819
568031,Q28025965
569517,Q27530906
571342,Q5750755
572345,Q21066685
572385,Q13122944
574606,Q45170194
574609,Q17091724
575797,Q7286014
577480,Q30089841
577885,Q26236971
578103,Q6982240
578227,Q7343398
579631,Q23882078
580072,Q30505054
580475,Q3314687
580500,Q17371130
582356,Q6776750
582765,Q19865583
582888,Q5225126
583195,Q17371172
583596,Q17517024
584167,Q5107529
585659,Q7301579
586790,Q21176516
586945,Q10359374
587751,Q19975996
588105,Q2877422
589011,Q28849150
589490,Q57585451
589510,Q26911216
590496,Q16423610
590657,Q19271563
591938,Q22004129
592986,Q16151853
594668,Q5129904
599696,Q50365659
600517,Q21503008
600929,Q20707150
601117,Q42635207
601269,Q6833466
602118,Q7922464
604681,Q42605751
605788,Q47009520
606519,Q24263616
607472,Q56728696
608428,Q57549388
608781,Q30595252
610476,Q23415637
610570,Q21004790
612334,Q47542237
613892,Q12962705
614447,Q7031749
614635,Q21526668
617161,Q42531474
617320,Q3099582
617761,Q4216915
618108,Q12964108
621697,Q57242871
622500,Q7678843
624447,Q21170898
628600,Q3015206
628747,Q7282696
631367,Q6813463
632373,Q892815
632814,Q16849269
632885,Q57543347
633626,Q33133560
634144,Q55819527
634334,Q5372382
634370,Q24287142
634485,Q16089946
634865,Q42336671
634997,Q6197528
637934,Q16731555
638073,Q7819180
640407,Q21393901
640789,Q55616329
641036,Q41798577
641081,Q48817767
641153,Q47523997
642001,Q30604147
642073,Q5053958
642324,Q6376802
642628,Q23871104
642783,Q52106928
643692,Q45750865
645906,Q23696702
646354,Q22103604
648162,Q25397126
649629,Q41796379
650086,Q7970249
650394,Q45765178
651066,Q6409112
651253,Q57584859
651375,Q27908203
653362,Q18630915
656447,Q58795663
657560,Q4057032
658284,Q28597054
658550,Q16205463
658575,Q21642726
658776,Q25095549
660301,Q21061573
660318,Q41187657
661216,Q37876600
661840,Q10577839
662675,Q41079487
663490,Q20740862
667998,Q23761882
668372,Q6483410
672519,Q24557940
672744,Q27995999
673156,Q24254417
673807,Q33444641
674976,Q4725271
675554,Q27524156
676477,Q59547657
680822,Q28007409
681925,Q58159889
682403,Q42530536
683810,Q1173143
684357,Q33043906
684867,Q20685720
685260,Q26972525
686019,Q19661183
686474,Q55624257
686568,Q18720270
686881,Q7343197
687297,Q3336248
687388,Q47096310
687398,Q6809805
687560,Q47501245
689737,Q10555024
690005,Q47491479
691649,Q56065292
692667,Q30505519
693137,Q31093687
693783,Q16104769
694139,Q16586627
694280,Q4864183
694403,Q12962850
694917,Q21622855
695264,Q20994185
696189,Q58099767
696508,Q19560723
696688,Q27734670
698651,Q29453245
700424,Q6397235
703318,Q17385950
705383,Q30612335
705419,Q7029134
705556,Q52270172
706071,Q19660902
707375,Q5716832
709171,Q12970418
710377,Q18171768
710561,Q18110106
714776,Q16258347
714851,Q3147197
716310,Q29835293
717907,Q28317052
718068,Q19873681
718310,Q5531264
719225,Q16215595
719392,Q1166010
720210,Q18704935
721545,Q52905074
722278,Q27734203
723230,Q20873496
723330,Q43580232
723596,Q17370980
727171,Q22278126
727267,Q45419211
730940,Q16200694
731566,Q5262070
732100,Q27978920
732706,Q56253772
732766,Q56682094
732969,Q16944068
732987,Q57879095
734250,Q23808701
734888,Q57438262
734937,Q19518083
735473,Q45594361
737693,Q16336240
737807,Q18684708
738586,Q4960890
739257,Q11063652
740319,Q24238544
741629,Q10308236
742179,Q48700370
742831,Q56290531
743200,Q6490434
744101,Q20606852
744325,Q18395300
744873,Q26828947
744944,Q7030062
745394,Q4756297
745762,Q42602520
746235,Q4746886
747577,Q24525359
749826,Q56283938
750633,Q56811986
752329,Q5113349
754129,Q55987315
754370,Q44683566
756127,Q21067100
756556,Q23769889
758587,Q19877014
759931,Q22908472
760957,Q16194103
762726,Q10295620
769063,Q49739815
769403,Q55434607
769496,Q30122636
771637,Q57087539
771970,Q16226204
772038,Q8062146
773429,Q23008875
773450,Q58755498
773658,Q16185597
775234,Q7976002
776282,Q7925677
780340,Q19259338
780358,Q21062683
780521,Q23017146
781247,Q33003649
781479,Q6163204
781573,Q55632338
783022,Q21547224
789476,Q59167685
789487,Q19664344
792466,Q54552799
794252,Q21064482
794905,Q31213382
795443,Q16213181
797477,Q33672221
797983,Q19864332
799215,Q23582142
799729,Q4796959
799735,Q49476261
799872,Q30348920
799947,Q20640933
801615,Q5486591
802275,Q7143836
804254,Q22099628
806203,Q20744643
806717,Q42061153
807473,Q6767373
807669,Q7301879
807847,Q19664693
812086,Q30231849
812160,Q28791465
812930,Q13110184
814688,Q56460508
815414,Q29453000
818007,Q45422794
820759,Q58147575
821506,Q41804598
824392,Q1503026
825606,Q28418649
828158,Q16637351
828247,Q5304354
829069,Q4730590
833611,Q16201467
834112,Q23022765
836423,Q27663695
836485,Q28503301
836572,Q48849505
836978,Q30068125
839386,Q27238058
841101,Q45849882
843757,Q56224022
844077,Q58322818
846889,Q53844404
850729,Q27063918
852696,Q23879780
855902,Q28137120
856701,Q25190178
857457,Q23073564
858391,Q18593035
860543,Q16215313
860970,Q19721650
860986,Q37992957
862170,Q16733346
862912,Q6764985
864702,Q24007240
865067,Q18223795
865920,Q30122120
866188,Q15983309
866697,Q19661684
867369,Q56557097
867840,Q13183461
870078,Q54932597
872611,Q16051714
873170,Q39053608
873336,Q7488264
873630,Q28839888
875040,Q6681407
875706,Q25184456
881142,Q32542279
882543,Q3544319
887147,Q23765804
888303,Q6143486
892028,Q47029855
892863,Q18589300
896908,Q52842346
897543,Q16105264
899871,Q4196114
900156,Q59204860
900196,Q18719623
900538,Q16230428
902983,Q57775362
903087,Q58545105
903731,Q47035411
904984,Q7327268
906523,Q12965757
906640,Q18354231
906910,Q17017646
912056,Q7586156
912512,Q27469867
912549,Q7154438
912555,Q20090237
913149,Q20995254
913239,Q58150394
913518,Q19595475
916998,Q45422014
917365,Q7684042
918609,Q55092430
918889,Q21592511
921310,Q22344342
922433,Q52904998
923415,Q33093747
924686,Q927538
927094,Q12054695
927277,Q21606977
930504,Q16297532
930573,Q4957131
935625,Q18206788
936364,Q56145742
936929,Q42666204
938021,Q28967533
940398,Q28662860
940465,Q11365935
941777,Q24055604
942129,Q16442095
942707,Q19423986
944448,Q18684719
944817,Q27662286
945486,Q16091530
945697,Q56460897
946454,Q7348202
946938,Q6207878
949841,Q24006537
951626,Q23772127
955430,Q16181077
956841,Q17379992
957950,Q7358186
958766,Q16209551
959691,Q47467665
960072,Q23682376
960373,Q6162873
961441,Q56923675
963593,Q45416103
966242,Q31213331
968932,Q24048971
969822,Q52145501
971555,Q6491163
971783,Q55727419
971883,Q27909572
972309,Q22956952
978063,Q23771534
978082,Q6112754
978335,Q1031604
978892,Q22278496
980699,Q40283666
980914,Q42336712
982461,Q6283719
982480,Q55065037
984457,Q12423651
984736,Q47853243
986171,Q57078520
986391,Q6196339
986661,Q4977313
987103,Q30295916
987221,Q50310595
990335,Q27443305
991482,Q40119495
991868,Q1174426
992094,Q2883174
992959,Q7563422
993753,Q4761182
993935,Q27534472
995747,Q6769001
1000434,Q7331871
1000628,Q2923741
1001246,Q38737044
1001283,Q16201997
1001876,Q25189132
1003647,Q17466288
1003815,Q28604998
1005092,Q39919463
1007189,Q37112981
1007772,Q56513221
1009237,Q34942328
1014538,Q55080783
1016702,Q6211008
1017046,Q5044704
1018419,Q56249854
1019363,Q50229575
1020643,Q16732712
1022265,Q6864033
1022964,Q24809924
1024418,Q59327745
1024927,Q30142891
1028383,Q58215951
1028552,Q47120324
1032997,Q3081346
1034274,Q17386208
1034782,Q54086301
1036529,Q28839731
1036566,Q23073502
1037438,Q55114658
1038528,Q5949740
1040461,Q54488541
1043715,Q52751112
1044252,Q20684641
1047491,Q16041117
1047598,Q7704724
1047753,Q52714773
1048275,Q52818941
1049231,Q48724375
1050975,Q16567832
1053791,Q33076162
1055670,Q6115540
1055783,Q3376701
1055954,Q28112085
1056818,Q53105924
1057577,Q29404851
1057630,Q58483727
1057971,Q5031679
1058315,Q47347369
1059996,Q5279272
1060102,Q7650989
1060988,Q6485383
1062199,Q55092420
1063319,Q42649830
1066846,Q26924851
1067087,Q5495461
1072137,Q5181247
1072305,Q17098611
1075058,Q29102917
1075364,Q56955339
1075673,Q22112066
1076248,Q42113253
1076322,Q16147036
1077767,Q6257993
1079035,Q16728246
1079543,Q4805153
1086792,Q47460228
1086886,Q16245734
1087543,Q7668017
1088902,Q10296276
1089093,Q55962188
1089137,Q1563213
1089278,Q6212058
1090873,Q26244727
1091326,Q18764160
1091845,Q3784833
1092411,Q7147811
1092683,Q27964842
1093928,Q19596770
1095479,Q56330834
1095556,Q12968072
1095564,Q50401560
1096487,Q58008068
1096805,Q58040343
1096891,Q8001720
1103430,Q59557536
1105851,Q5115432
1106594,Q55916185
1107644,Q58008898
1108152,Q12963569
1108168,Q18416246
1109669,Q53101400
1110721,Q24233773
1111884,Q21064384
1112324,Q7296638
1112925,Q56651163
1116807,Q3084665
1117175,Q24088853
1118491,Q16213590
1124382,Q4805578
1124553,Q5258169
1124779,Q50413875
1125713,Q29349926
1127259,Q16095657
1127440,Q6409574
1128381,Q58008088
1129157,Q27862503
1129162,Q16570022
1129603,Q47512076
1131422,Q21546917
1131444,Q47501248
1134276,Q6396439
1137064,Q5107734
1139368,Q27469730
1139523,Q6162938
