,qids
62416,Q6283861
62724,Q23696702
64094,Q53865463
64357,Q26436216
64570,Q3499148
64879,Q16732082
65028,Q15999786
65821,Q57078329
66105,Q21005350
66424,Q55633973
66701,Q4935759
66901,Q15983149
67199,Q11299180
67229,Q42666301
67698,Q6257554
67939,Q27067641
68300,Q12683060
68515,Q22958605
68616,Q23771654
68867,Q16936998
68965,Q16200431
69114,Q48559437
69214,Q47120324
69486,Q20810853
69579,Q47812734
70666,Q4859227
71248,Q21622855
71642,Q2964655
72386,Q59203754
73619,Q20810533
75120,Q22813204
75362,Q28938631
75504,Q45565360
75794,Q16423610
76004,Q53870586
76584,Q7238446
77128,Q5083042
77244,Q27830794
77491,Q22773917
77620,Q20984440
78084,Q6230325
78120,Q15983391
78487,Q20740721
78640,Q16240321
78867,Q16841833
78892,Q12964214
78979,Q6768649
79078,Q24962813
79501,Q5107273
79712,Q27975618
80449,Q52556444
81499,Q57413167
81619,Q21546917
82719,Q28054929
83763,Q55940256
83813,Q43252503
84171,Q45419265
84547,Q12964369
84696,Q22349779
85263,Q19753930
85296,Q23769962
85601,Q51955164
86067,Q4848389
86377,Q15983443
86511,Q18704935
86630,Q58153850
87103,Q32541645
87192,Q4828459
87516,Q12968077
88267,Q7680795
88301,Q53108716
89116,Q28401849
89177,Q16736727
89220,Q41675200
89928,Q21038113
89977,Q4802094
90164,Q3187676
91187,Q18670599
91352,Q28025970
91557,Q43078959
93334,Q12969763
93666,Q16214544
93703,Q19267739
94417,Q27914157
94536,Q16205709
95021,Q18098325
95024,Q52714447
95780,Q55281885
95963,Q39060599
96188,Q52586076
96536,Q30612335
96587,Q4861352
96630,Q6186719
96792,Q52905088
97388,Q5266025
97882,Q7029797
98497,Q19560270
98900,Q27909572
98913,Q5219780
100416,Q42393937
100529,Q5238507
100825,Q50228731
101005,Q58226248
101245,Q27734521
101253,Q16198371
102608,Q16586627
102858,Q22112066
102892,Q8991932
103529,Q6813463
103749,Q8003018
103811,Q19757498
104830,Q41796379
105369,Q5243265
105381,Q27525030
106478,Q59268399
106872,Q6789554
107207,Q47087219
108094,Q12968068
108236,Q22662263
108561,Q16237028
108624,Q56062961
109203,Q24005668
109291,Q3850067
109630,Q7286048
109779,Q5336352
110242,Q16209558
110803,Q7491492
111504,Q16728843
111666,Q23823442
111896,Q5536799
112087,Q6196339
112320,Q47542237
112379,Q18390685
112619,Q47130251
112793,Q47087992
113613,Q12485554
113950,Q50934852
114100,Q16185597
114757,Q5488432
115315,Q55584358
115582,Q16211781
115685,Q20707150
115892,Q2964678
116134,Q20090237
116635,Q20675513
117167,Q30068125
117374,Q27049309
117440,Q39073249
117602,Q3294027
117615,Q22958776
117618,Q19868878
117766,Q6380657
117918,Q19948338
118399,Q27995999
119302,Q46165188
119720,Q26720421
119729,Q22813202
121286,Q19948002
121756,Q24557940
121834,Q55183342
122522,Q5292575
122812,Q24890946
122861,Q56728696
123331,Q45710050
123351,Q22103605
123819,Q51352127
124595,Q18637391
126639,Q16728136
126983,Q20969092
127763,Q16735257
128008,Q30323483
128027,Q26923835
128053,Q22279559
128680,Q17371243
129094,Q47108892
129197,Q52146463
131593,Q16193178
131786,Q16801903
132073,Q21693675
133401,Q16208230
133721,Q29094577
134625,Q41563649
135626,Q7595931
136691,Q56811986
136693,Q23933707
137102,Q45371214
137341,Q59306405
137731,Q6067150
138071,Q19663022
138274,Q20790948
138428,Q27535301
138858,Q3852269
138887,Q6228035
139190,Q28078156
140344,Q16200434
140461,Q20880770
141004,Q18625186
142156,Q27929676
143374,Q22107348
143711,Q28378545
143826,Q5992679
144552,Q29102917
144962,Q16734026
145332,Q5239728
145674,Q5224688
145873,Q20588050
146034,Q26097618
146480,Q5248383
146669,Q3487190
146741,Q20677093
147075,Q16208707
148565,Q6830804
148995,Q27063035
149027,Q4725271
149653,Q27057563
150132,Q19596770
151510,Q5246316
151661,Q16733300
151737,Q51129927
151987,Q21002892
152370,Q43381149
152372,Q27454100
153332,Q12962398
153690,Q18619565
153872,Q12970030
154139,Q21462044
154155,Q16095676
154200,Q19043392
154300,Q57585451
154569,Q5106811
155162,Q27662231
155264,Q5262070
155689,Q58333642
155690,Q30503529
155893,Q23783511
156014,Q57907084
156838,Q4746831
156884,Q19866960
157875,Q16214190
160113,Q58812929
160151,Q7959043
160199,Q6257993
162466,Q4805615
162593,Q3242389
163320,Q19596581
164209,Q6252554
164334,Q10307876
164785,Q22965840
165013,Q5225174
165554,Q5531247
166375,Q48756415
166376,Q16212485
166871,Q5524224
166895,Q50809197
167166,Q30888099
168043,Q27527192
168292,Q46010688
170175,Q19873549
170247,Q10506469
170513,Q7407372
171346,Q45372886
172814,Q16736778
172832,Q23614102
173145,Q12964372
173202,Q27662553
174382,Q23416716
174578,Q27908203
174600,Q59529162
175132,Q4766532
175463,Q6788287
177272,Q56246453
177724,Q449821
177982,Q22004817
178911,Q55584922
179154,Q22906646
181275,Q16303046
183006,Q11909979
183245,Q55709001
183441,Q5107928
186437,Q27662629
186872,Q6769001
187264,Q25796417
188091,Q4965128
188418,Q39079217
188990,Q22344342
189175,Q5231583
190797,Q7689996
190955,Q3176569
190975,Q5300461
193250,Q52714724
193322,Q55722575
194974,Q16849269
195226,Q5213149
195228,Q7488264
195979,Q21266581
197950,Q19600674
198322,Q58322818
198819,Q23761541
199316,Q17070055
200758,Q28374255
200992,Q20830255
201009,Q23888407
201231,Q18593559
201850,Q6701886
202054,Q4820813
202587,Q9204638
202678,Q10346351
204965,Q52270172
205236,Q17040437
206426,Q21558021
206791,Q17371133
207824,Q5101491
207915,Q58371764
209134,Q55106166
209323,Q58494522
210145,Q18385836
210152,Q28100647
211993,Q57078520
212592,Q4453650
212929,Q4822960
213235,Q16200694
213269,Q16982026
213316,Q28940879
213495,Q50624550
214529,Q29468821
215410,Q6773364
217046,Q11935600
217788,Q38013878
218591,Q5819966
220113,Q22956996
220489,Q21756144
220665,Q30070262
220742,Q28421702
220798,Q262174
220860,Q27662430
221107,Q56187467
221950,Q21091264
222554,Q7815288
222752,Q29033472
223224,Q3603084
223286,Q57064760
224692,Q20684301
225234,Q1309572
226117,Q12968071
226969,Q47853243
228349,Q58411913
229798,Q7491472
230132,Q19665681
231737,Q16769635
231965,Q7026000
233699,Q16241757
234702,Q41805383
234879,Q7495387
235492,Q52889970
237078,Q5048579
237113,Q28325331
237260,Q33444641
237352,Q13122944
237512,Q29642741
238601,Q16225659
239188,Q16927909
240417,Q12961299
240619,Q43302461
240828,Q16150544
241022,Q55639440
241932,Q6289305
243319,Q6451385
248016,Q3376478
248279,Q18157107
248486,Q28869041
248562,Q21064604
249076,Q25190144
249606,Q4773202
249897,Q56254511
250349,Q4910590
250435,Q42061153
250855,Q24007240
252744,Q55081303
252953,Q50365659
253067,Q16732621
254472,Q27525794
254975,Q28377803
254986,Q19661152
256448,Q11332308
257278,Q55584536
257658,Q45456890
257884,Q12054695
258757,Q12969880
259154,Q24053454
259550,Q58007953
260361,Q18206526
260779,Q33977579
261722,Q7418422
262999,Q6370006
264777,Q20685288
266155,Q54559716
266990,Q41800537
267059,Q7268916
267191,Q16151853
267353,Q7323753
267850,Q7152054
268217,Q28062448
268810,Q7823466
268888,Q56417773
269314,Q29897441
269320,Q23765804
270187,Q7347688
270364,Q3337842
270430,Q22107727
270433,Q47360577
270759,Q4769418
271455,Q7326084
271548,Q23007498
271950,Q6831430
272398,Q33100715
272503,Q52540553
273444,Q28967533
273462,Q24682609
274124,Q43901036
275302,Q18685633
275781,Q4961492
276053,Q5716746
277496,Q26209514
278990,Q20793002
279162,Q7807160
279596,Q52768079
280075,Q52555363
280607,Q30070397
281211,Q42697821
281333,Q58147575
281471,Q6767373
282065,Q4761182
282291,Q45292509
284903,Q27832753
286497,Q10346288
286530,Q23583775
286860,Q30323583
287099,Q21064607
287727,Q5107529
288188,Q44307090
289659,Q58468139
290387,Q52889702
290711,Q59605445
291631,Q27975662
291773,Q7360481
292719,Q48391964
293365,Q16662097
294641,Q5113349
294974,Q10368390
296151,Q45371683
296526,Q4961408
297609,Q27734198
297804,Q55616329
298406,Q22111998
298570,Q5431516
301329,Q4696023
302136,Q7182010
302442,Q56724077
302680,Q52346665
302724,Q29452421
302935,Q37992925
303620,Q57775362
304317,Q20090993
304597,Q57415380
306240,Q19878527
307165,Q39053608
307867,Q56222351
308052,Q47517373
308650,Q55761143
308814,Q12895254
312940,Q7292378
313335,Q16733671
314565,Q58468072
314916,Q37376349
315008,Q51048252
315158,Q19564475
315354,Q58795663
316493,Q29452536
316972,Q20793539
317259,Q5232886
317947,Q7029134
318102,Q30640552
318859,Q19892851
319228,Q27662378
319243,Q56733832
319993,Q23664255
320125,Q52890741
321450,Q16218907
321461,Q55314914
321669,Q22956835
321867,Q18126336
322027,Q21932209
322758,Q26923713
322804,Q47141325
323329,Q28186748
323935,Q44547917
324375,Q20559254
324785,Q16203907
324939,Q15220613
325810,Q5129848
325896,Q29613460
326749,Q13562006
326976,Q30144552
327131,Q45594361
328074,Q50000051
328849,Q17279975
333596,Q51337629
334694,Q10555024
335980,Q52162070
336260,Q58619992
338033,Q57079105
338536,Q25095549
338988,Q56809231
339131,Q5180788
339640,Q7786823
339913,Q17486540
340474,Q52842346
341144,Q33124747
341745,Q6369932
343332,Q56283938
344028,Q56073314
344217,Q57663296
348307,Q56249854
348690,Q27507511
349089,Q16181665
349181,Q7121589
349713,Q55386664
350109,Q18684708
350404,Q6282372
350830,Q4886037
352407,Q16729813
352580,Q50861172
354614,Q17026795
356234,Q15433961
356784,Q17486457
357566,Q7929369
357749,Q28823463
358444,Q17192660
359668,Q58099767
360954,Q58545105
361912,Q27978920
362982,Q24048971
364367,Q22277497
365689,Q29642985
367338,Q52833715
368001,Q26828947
369683,Q6317955
371082,Q17370976
371090,Q30505519
371594,Q28726781
371800,Q16886468
373197,Q31093687
373962,Q19664344
374860,Q3618520
375220,Q19666593
375268,Q6812894
376189,Q6912720
377066,Q24005476
377099,Q20740862
377482,Q6490997
377491,Q16193166
380846,Q56558211
381505,Q23017146
381790,Q5304354
382350,Q20606852
384503,Q40756771
385098,Q5281267
388614,Q12970913
389900,Q6828194
390190,Q51231944
390399,Q24005510
390506,Q48472620
392424,Q47122923
392553,Q56600140
392905,Q7794063
393479,Q7436600
394130,Q16843382
395984,Q28555064
399554,Q5300721
399971,Q16214078
400970,Q31213331
402079,Q19867952
404086,Q45428110
404755,Q27734670
405539,Q58803132
406080,Q40702890
406286,Q21005257
406875,Q4662267
407395,Q25352066
407754,Q17279957
408216,Q27514604
409565,Q27662310
411513,Q6968739
412070,Q1688230
413619,Q16658066
414620,Q6552694
415235,Q15722178
415247,Q5606047
415338,Q52222224
415899,Q33044317
416663,Q7027758
416779,Q16728075
416942,Q48700370
418093,Q7369442
418555,Q58040124
419505,Q16727440
420632,Q39070330
421014,Q30684126
421771,Q5120588
422536,Q20685490
423641,Q5142018
423913,Q52909931
426773,Q7340241
426807,Q7326746
427006,Q6143486
427092,Q14950790
428084,Q16226641
428220,Q52899087
428248,Q12962526
429080,Q19667623
429657,Q57584414
431020,Q27733833
432234,Q24060558
432504,Q24263616
434467,Q28871541
434494,Q27058337
434618,Q38023167
434672,Q6491013
436988,Q42500822
437185,Q16983549
438158,Q21662893
440341,Q6174259
441752,Q30122132
443000,Q21062358
444839,Q5229533
445068,Q16731923
445177,Q27531829
445210,Q56460508
445385,Q42561352
445928,Q26923608
446402,Q4216915
448776,Q7650989
449175,Q13534583
450481,Q2849590
452705,Q55760562
455015,Q19609724
455251,Q26857010
456891,Q28167086
457448,Q14948722
458024,Q43379379
458428,Q52556201
459394,Q5919046
459523,Q27964842
459688,Q53870889
460262,Q4805153
461749,Q12963339
462153,Q16935151
462836,Q45464771
463801,Q16727857
464382,Q3195682
464389,Q24851488
465751,Q17388718
465943,Q18217961
467296,Q4699775
468677,Q7291441
470560,Q25999590
474353,Q20630891
475240,Q6197528
475617,Q18125771
476139,Q6212180
476171,Q51031124
476792,Q23415637
478937,Q22096182
479107,Q26703561
481139,Q25184456
481639,Q24005082
485687,Q5550127
486783,Q4661825
487424,Q7288134
488278,Q6228031
489470,Q6557791
489948,Q12964019
491404,Q41777318
492625,Q3701357
492694,Q55347730
492857,Q4977730
493155,Q22006433
493166,Q16091409
493380,Q16217276
493392,Q7327268
493786,Q6147137
493961,Q16091530
494834,Q24450979
495309,Q4210514
498169,Q21063672
498899,Q29938835
498990,Q18389593
500250,Q16213181
500955,Q24455633
501232,Q55767458
501685,Q37392117
502491,Q57585645
504463,Q13110184
508634,Q56501622
508923,Q12094356
509412,Q16150280
511171,Q23879780
512349,Q41798577
512395,Q10393708
512642,Q23703828
512787,Q16358132
513581,Q24052870
514008,Q22279950
514640,Q14949583
516352,Q6376730
516819,Q27983613
516825,Q16241283
517379,Q30323471
518414,Q47030051
520511,Q24238982
520679,Q28967625
521003,Q23418973
523017,Q7025161
523706,Q5248535
523853,Q28131360
523973,Q5142019
525524,Q45765178
525554,Q56493405
526420,Q40084709
526574,Q53870545
526585,Q43901043
528071,Q48177027
529713,Q56289910
530056,Q48868878
530361,Q4805578
530980,Q16148560
531981,Q6409112
532171,Q18224476
534070,Q1174426
535352,Q5125209
535563,Q5693900
535829,Q5372382
536455,Q58149938
536904,Q56676327
537969,Q27078366
539062,Q27534472
539143,Q46998531
540615,Q19665311
542929,Q42649830
543581,Q30592773
544584,Q49739815
545956,Q5924788
546092,Q17137145
547335,Q28534104
547365,Q11978971
547832,Q5751274
548288,Q17148528
549934,Q16244635
550340,Q47026560
550482,Q45558099
550578,Q2658232
551248,Q30323581
551907,Q16838871
552364,Q6395998
554597,Q16244318
555555,Q16728907
555814,Q4730590
555918,Q16201467
556072,Q5343891
556639,Q18630915
556886,Q17371344
557667,Q16028203
558094,Q4953763
558685,Q29474634
559156,Q27526941
560053,Q6381533
561359,Q21062683
562138,Q54577220
563247,Q6242965
563275,Q56223532
565710,Q29050640
567293,Q6183612
568561,Q47494606
569457,Q40742089
570152,Q21177874
574731,Q6526627
575023,Q39753666
575607,Q8003024
575924,Q3703251
576045,Q24456210
576133,Q22349430
576410,Q24452280
576745,Q5444180
579020,Q5213066
581157,Q6233693
584988,Q20873496
585226,Q40395705
586218,Q55065037
586256,Q7348202
589110,Q49476261
589402,Q6249598
590379,Q50038449
590824,Q5047610
591112,Q17517205
592713,Q27969255
593164,Q5112601
593190,Q58824190
593288,Q18393214
593570,Q21170478
593637,Q18211690
594877,Q36053984
595293,Q16214534
597855,Q5248264
598332,Q6286825
599545,Q239521
599632,Q21393901
600028,Q4679964
602242,Q58806810
602689,Q7488259
604080,Q19968780
606223,Q18098565
607223,Q22095882
607347,Q47114873
607834,Q5750755
608092,Q18719084
608833,Q52452996
608933,Q42428429
609699,Q24851793
612244,Q47396163
612624,Q16204771
612871,Q7403300
614074,Q16225177
614779,Q56951120
615258,Q23772432
615473,Q43379353
616626,Q6146968
617498,Q56556795
617797,Q55432918
617993,Q16731518
620205,Q1166010
620271,Q47494624
620458,Q58467740
620808,Q19661469
621053,Q51387401
621366,Q27050998
621451,Q39659063
621677,Q2590260
622071,Q26897250
623061,Q18393035
623839,Q21592511
624986,Q5238761
625197,Q1031604
625979,Q16578200
626164,Q42336733
627646,Q26236971
628313,Q15713128
628612,Q12327131
629275,Q56513386
630860,Q6829681
631242,Q21067100
631413,Q21170469
632751,Q6491163
635071,Q6408635
636546,Q2010
639189,Q42600106
639950,Q12963569
641502,Q7789021
642291,Q26465379
645468,Q5220571
645492,Q7831737
647913,Q6397005
648235,Q45421525
649183,Q12970418
649860,Q4888773
650688,Q42603655
652407,Q57179667
655299,Q7615369
655481,Q12961604
655528,Q8039492
655767,Q12431122
656613,Q19561400
656830,Q27735514
657245,Q55238170
658438,Q16255328
658486,Q25189629
660944,Q17517328
661060,Q25349327
661483,Q20737300
662326,Q5240909
663943,Q59554095
664934,Q21608584
667589,Q57040821
670254,Q19956239
670569,Q20684248
670919,Q28151620
673104,Q25095356
673939,Q7614640
675166,Q45355323
676044,Q5585558
677742,Q21524309
679212,Q16738908
680784,Q54790546
681080,Q16232587
682287,Q52828656
682980,Q17517024
683831,Q18631763
686309,Q20474373
687032,Q18358388
687881,Q21709912
687991,Q5388805
689938,Q6173637
690010,Q58494497
690040,Q17017646
690794,Q22278927
691509,Q7804260
697644,Q58810684
698012,Q5292151
698113,Q56036804
698457,Q6742273
700624,Q16214844
700671,Q48700362
702268,Q6262946
703042,Q47388615
704925,Q27913791
705027,Q26959103
705337,Q8002966
705661,Q23905741
707893,Q43379394
709831,Q6394505
710481,Q23884114
712072,Q7817859
714151,Q59202668
714714,Q16730287
714788,Q12972000
714844,Q29404851
714868,Q29382427
716986,Q6769487
720597,Q25414552
723716,Q57749000
723759,Q1563213
725116,Q19662341
725358,Q20684334
725548,Q33157851
725650,Q35785004
726052,Q21503008
729855,Q6873425
730435,Q8068212
733001,Q22279086
733041,Q10270737
733131,Q47028392
733601,Q56760283
734683,Q16727872
734976,Q53101400
736061,Q27926005
736438,Q27908199
737049,Q17364180
738164,Q17371139
743367,Q3186521
745944,Q45402519
748409,Q19043342
748813,Q6795628
749020,Q17385907
749885,Q47515244
752265,Q30788081
755043,Q47119505
756287,Q4682674
756725,Q56558120
757464,Q24248282
757654,Q19665821
759267,Q12481953
760308,Q6757589
760743,Q18589161
761011,Q7803833
762774,Q42940911
763259,Q55624257
763928,Q17151993
764679,Q56283982
766400,Q53567646
768353,Q27063592
769412,Q17046138
770936,Q7244225
771803,Q27524156
772012,Q30123025
772258,Q23871104
772449,Q56724042
777070,Q34345449
778154,Q16201997
778684,Q16301437
778885,Q42336712
781101,Q24765540
781596,Q16734580
783160,Q45354738
783168,Q12331620
784219,Q21544218
785803,Q20090416
787303,Q7803891
789135,Q57025970
790756,Q5301688
790884,Q6369853
793357,Q7154438
794694,Q7368845
795912,Q17098611
796249,Q6384627
797929,Q15723612
798368,Q26211798
802076,Q42605211
802192,Q5292434
802480,Q2893323
804855,Q57515797
805489,Q16229394
806036,Q16729980
806046,Q23068990
806559,Q6660305
807673,Q24743168
808506,Q18593035
809912,Q29094086
811093,Q56701702
814176,Q16204153
816299,Q59553641
817449,Q10308236
819907,Q28450982
820453,Q52627474
821421,Q55236236
821425,Q49655514
821626,Q5236112
823367,Q37838956
826223,Q17159904
826265,Q27063739
827692,Q19577556
829409,Q47120281
830465,Q41675235
830638,Q26234182
831305,Q21546692
835421,Q30121977
838201,Q27862503
838448,Q5107856
839271,Q57242854
839350,Q56290390
839440,Q6397235
842435,Q21064482
843444,Q58490494
844984,Q28503301
845089,Q17371087
845637,Q4966807
847432,Q56121998
849189,Q5657897
849530,Q16116517
850265,Q58143145
850884,Q28109102
852230,Q7815917
853362,Q47116659
858129,Q54860865
858426,Q58346976
858593,Q41592226
859835,Q16571335
860181,Q2846547
860422,Q22277437
861099,Q5110821
861127,Q6828525
861272,Q18386347
862974,Q50985937
864225,Q25440464
864620,Q17580050
869166,Q16969199
869460,Q4334010
870401,Q42683511
871108,Q5044704
871254,Q58096624
873478,Q27662739
873715,Q22096922
875684,Q19865346
875764,Q23541301
876647,Q45406610
877024,Q7288883
877691,Q20472915
878845,Q5394253
879550,Q4877351
880774,Q11855782
882102,Q16143479
882614,Q39066558
883329,Q53870516
884375,Q3183393
885398,Q58008068
885803,Q23771314
886369,Q20727714
886858,Q16398403
889264,Q19943742
890251,Q22082626
890527,Q16150693
890985,Q58146423
891961,Q16197794
892525,Q20604565
895393,Q16149798
895778,Q6199801
896190,Q6283719
899153,Q19975996
900654,Q50379475
901742,Q21067092
903005,Q16173180
903833,Q7704849
904662,Q48877783
907225,Q55758004
909410,Q1002180
909914,Q5486591
910734,Q7172020
911593,Q28937043
912951,Q33003649
913127,Q53112922
913278,Q21061573
916842,Q58897266
919229,Q26465423
921871,Q16216195
922302,Q20685159
922328,Q19606490
923089,Q26704273
923733,Q45355046
923944,Q16550948
924210,Q7176536
924912,Q12971103
925477,Q38187851
926172,Q56690552
928295,Q11791053
928318,Q6389822
930256,Q24739391
931729,Q24521759
934473,Q56868020
938291,Q25190178
942650,Q7340363
947247,Q57320837
948644,Q40854231
948708,Q50738906
949731,Q20677106
949752,Q29833715
950548,Q6184207
951543,Q16297445
952028,Q55106295
953277,Q47088399
954091,Q16002680
954510,Q24238950
957045,Q4964546
957862,Q19668590
958377,Q5092761
958962,Q6767115
959954,Q39025421
961140,Q58812951
962507,Q17099833
963093,Q6355496
964138,Q456190
964358,Q5981438
965971,Q7704724
966283,Q52889224
967668,Q58999162
967690,Q32542279
971512,Q24324289
973718,Q18720319
974793,Q55314839
976217,Q24525723
976340,Q15485047
978587,Q47029855
979172,Q21642480
988002,Q22908472
994284,Q12262690
997500,Q7279195
1000065,Q3016007
1001023,Q28028429
1001426,Q17612400
1002044,Q27063514
1003244,Q54935518
1003637,Q28007409
1005640,Q5668876
1007606,Q17497101
1010981,Q30572813
1011199,Q51544561
1011472,Q30251218
1012116,Q28962526
1015935,Q26922248
1016634,Q39089689
1018319,Q50401560
1020663,Q55819527
1021118,Q37993323
1022014,Q57087539
1022368,Q23884323
1023048,Q29453119
1023420,Q51776419
1023587,Q31706646
1025820,Q45479258
1027856,Q7436672
1027870,Q16192756
1029196,Q18378891
1029321,Q42367185
1032758,Q5235200
1033138,Q6968601
1036234,Q18105640
1039470,Q47460228
1040434,Q20740844
1040909,Q16148197
1043761,Q40823848
1043910,Q23008221
1044934,Q2827470
1046280,Q27534574
1047305,Q38640423
1053857,Q20685068
1054060,Q53098903
1056579,Q42358656
1060365,Q58008502
1060552,Q33125140
1060726,Q5548920
1063485,Q20684464
1064394,Q50393006
1067783,Q7945409
1071380,Q6074811
1072985,Q22097149
1074264,Q57543347
1076687,Q56614292
1080701,Q17410640
1081089,Q57293607
1081164,Q38324843
1083463,Q16983573
1085794,Q6369912
1086430,Q6248032
1086824,Q55767445
1086855,Q6849211
1087439,Q50309729
1088954,Q55760588
1090411,Q24248217
1092323,Q10525022
1092647,Q55081453
1093748,Q6187272
1094187,Q24088524
1094748,Q6197052
1095051,Q20724373
1097320,Q57531348
1097433,Q12968072
1101195,Q53577373
1101709,Q43933026
1106610,Q456684
1108593,Q16336240
1108897,Q30325474
1109117,Q3851401
1109761,Q6524252
1112375,Q21288897
1113881,Q5181180
1114705,Q6368239
1114845,Q59203506
1116623,Q21932140
1117332,Q48471382
1120259,Q59286537
1120621,Q45402095
1122523,Q24525359
1123460,Q28530050
1123998,Q27733775
1125011,Q27909491
1125149,Q16245734
1126168,Q3015263
1132611,Q16092533
1135243,Q4769075
1135887,Q55081266
1136019,Q22323487
1136963,Q29453174
1137705,Q49561393
1138760,Q58235310
1139190,Q7970125
1140220,Q7045442
1141118,Q29452477
1143150,Q7150020
1144797,Q27527168
1147125,Q27663321
1148477,Q4196114
1148754,Q22019205
1148967,Q50300578
1149101,Q17466288
1149107,Q16107041
1151304,Q16207346
1151846,Q28039464
1153844,Q24572524
1154590,Q26844710
1156100,Q50801181
1158966,Q7326519
1159752,Q47113508
1160489,Q16223419
1162849,Q59204888
1164016,Q27527785
1164621,Q5292192
1165092,Q3035261
1169939,Q22956952
1171195,Q56222317
1173811,Q6499400
1174171,Q39057596
1175261,Q19666591
1176035,Q16251870
1176160,Q56073468
1177063,Q5415452
1177495,Q58008642
1178717,Q21005776
1180795,Q5106537
1186025,Q59356470
1188433,Q6289782
1188878,Q41672372
1190329,Q30674285
1190465,Q6963828
1191635,Q19629586
1192861,Q6380276
1195583,Q51631398
1195792,Q57283141
1197452,Q19664275
1201442,Q17232787
1201470,Q24642699
1202557,Q18815872
1205353,Q16120239
1207364,Q48473009
1209621,Q44424830
1211024,Q11048062
1211908,Q24689078
1214515,Q30643580
1215832,Q59327745
1217040,Q47117813
1217596,Q5996411
1219378,Q6209811
1220025,Q6785824
1224085,Q16216620
1226142,Q56461861
1228691,Q38327932
1232108,Q59306019
1233527,Q12961592
1233578,Q5311629
1234520,Q12969935
1235099,Q18720136
1237124,Q28924906
1241981,Q30122120
1245025,Q16229120
1245778,Q18631117
1245967,Q5053958
1247606,Q6377427
1249343,Q27050123
1251254,Q5225106
1255023,Q23761882
1257024,Q41137237
1259686,Q43125373
1260288,Q30524432
1260676,Q59387166
1268248,Q51685451
1269489,Q30501833
1269872,Q58972347
1269908,Q5307233
1270825,Q41187178
1271255,Q18544806
1273191,Q39784171
1274479,Q16241262
1274858,Q58754120
1275692,Q6498919
1276379,Q58428548
1276762,Q30598281
1276965,Q47815200
1279593,Q16727553
1283527,Q3326090
1283722,Q54861138
1288381,Q27881375
1292767,Q6527751
1295818,Q54624101
1297059,Q42887063
1303106,Q12596070
1303158,Q23417115
